gppd_idnr,year,reported_generation,estimated_generation,model_name
WKS0071209,2017,,58.557679146901606,ai4e_solar_model_no_age
AUS0000432,2013,,1.6302356892871694,ai4e_solar_model_no_age
AUS0000432,2014,,1.7278460060494951,ai4e_solar_model_no_age
AUS0000432,2015,,1.7058662545573662,ai4e_solar_model_no_age
AUS0000432,2016,,1.6522635562933763,ai4e_solar_model_no_age
AUS0000432,2017,,1.5298967869152045,ai4e_solar_model_no_age
WKS0069929,2013,,182.68998980157528,ai4e_solar_model_no_age
WKS0069929,2014,,179.81691281406282,ai4e_solar_model_no_age
WKS0069929,2015,,177.79534933052463,ai4e_solar_model_no_age
WKS0069929,2016,,181.664692945816,ai4e_solar_model_no_age
WKS0069929,2017,,186.165517452229,ai4e_solar_model_no_age
WKS0065252,2013,,47.33586677621569,ai4e_solar_model_no_age
WKS0065252,2014,,47.429221463429904,ai4e_solar_model_no_age
WKS0065252,2015,,47.33586677621569,ai4e_solar_model_no_age
WKS0065252,2016,,46.26013090498896,ai4e_solar_model_no_age
WKS0065252,2017,,48.01198614028467,ai4e_solar_model_no_age
WKS0069521,2013,,25.068788573549,ai4e_solar_model_no_age
WKS0069521,2014,,25.04074423560935,ai4e_solar_model_no_age
WKS0069521,2015,,25.068788573549,ai4e_solar_model_no_age
WKS0069521,2016,,24.19487337664241,ai4e_solar_model_no_age
WKS0069521,2017,,25.33949707545651,ai4e_solar_model_no_age
WKS0069215,2013,,192.9438389186509,ai4e_solar_model_no_age
WKS0069215,2014,,192.94966150438026,ai4e_solar_model_no_age
WKS0069215,2015,,183.30496284810684,ai4e_solar_model_no_age
WKS0069215,2016,,190.53406683667467,ai4e_solar_model_no_age
WKS0069215,2017,,199.7872134737947,ai4e_solar_model_no_age
WKS0070137,2013,,12.637907176472902,ai4e_solar_model_no_age
WKS0070137,2014,,13.079884657861433,ai4e_solar_model_no_age
WKS0070137,2015,,12.141039711351999,ai4e_solar_model_no_age
WKS0070137,2016,,13.28367450460705,ai4e_solar_model_no_age
WKS0070137,2017,,12.537244379388364,ai4e_solar_model_no_age
AUS0000477,2013,,113.92590653922228,ai4e_solar_model_no_age
AUS0000477,2014,,113.63915679943214,ai4e_solar_model_no_age
AUS0000477,2015,,106.67272134931376,ai4e_solar_model_no_age
AUS0000477,2016,92.10472222222222,107.09795690901358,ai4e_solar_model_no_age
AUS0000477,2017,127.56472222222222,113.15433494868896,ai4e_solar_model_no_age
WKS0066021,2013,,259.65638178447296,ai4e_solar_model_no_age
WKS0066021,2014,,260.1301628566479,ai4e_solar_model_no_age
WKS0066021,2015,,254.38439335973004,ai4e_solar_model_no_age
WKS0066021,2016,,246.65466982675792,ai4e_solar_model_no_age
WKS0066021,2017,,268.6061019311331,ai4e_solar_model_no_age
WKS0070392,2013,,259.65638178447296,ai4e_solar_model_no_age
WKS0070392,2014,,260.09904779935255,ai4e_solar_model_no_age
WKS0070392,2015,,254.38439335973004,ai4e_solar_model_no_age
WKS0070392,2016,,247.29873850303733,ai4e_solar_model_no_age
WKS0070392,2017,,267.03930925351364,ai4e_solar_model_no_age
AUS0000438,2013,,3.040872791974229,ai4e_solar_model_no_age
AUS0000438,2014,,3.183111185448062,ai4e_solar_model_no_age
AUS0000438,2015,,3.156068511021914,ai4e_solar_model_no_age
AUS0000438,2016,,3.237789636540665,ai4e_solar_model_no_age
AUS0000438,2017,,3.1706103497517772,ai4e_solar_model_no_age
WKS0068499,2013,,181.8806575992651,ai4e_solar_model_no_age
WKS0068499,2014,,182.68309301131458,ai4e_solar_model_no_age
WKS0068499,2015,,182.4416454060278,ai4e_solar_model_no_age
WKS0068499,2016,,186.66725468506735,ai4e_solar_model_no_age
WKS0068499,2017,,186.4828657264373,ai4e_solar_model_no_age
WKS0066602,2013,,240.373319771363,ai4e_solar_model_no_age
WKS0066602,2014,,240.373319771363,ai4e_solar_model_no_age
WKS0066602,2015,,240.6306072753965,ai4e_solar_model_no_age
WKS0066602,2016,,244.28629088186767,ai4e_solar_model_no_age
WKS0066602,2017,,243.36155449564328,ai4e_solar_model_no_age
WKS0072176,2013,,216.48142637960333,ai4e_solar_model_no_age
WKS0072176,2014,,221.7034184613093,ai4e_solar_model_no_age
WKS0072176,2015,,209.64479214942318,ai4e_solar_model_no_age
WKS0072176,2016,,222.53383926959606,ai4e_solar_model_no_age
WKS0072176,2017,,225.76610420024167,ai4e_solar_model_no_age
WKS0062502,2013,,101.89184172971056,ai4e_solar_model_no_age
WKS0062502,2014,,101.53306647521423,ai4e_solar_model_no_age
WKS0062502,2015,,101.69346301938036,ai4e_solar_model_no_age
WKS0062502,2016,,103.30311843628886,ai4e_solar_model_no_age
WKS0062502,2017,,103.95822566648862,ai4e_solar_model_no_age
WKS0067791,2013,,484.5276955047738,ai4e_solar_model_no_age
WKS0067791,2014,,454.19811514915193,ai4e_solar_model_no_age
WKS0067791,2015,,455.1276558819454,ai4e_solar_model_no_age
WKS0067791,2016,,480.73721842531984,ai4e_solar_model_no_age
WKS0067791,2017,,492.32464556959127,ai4e_solar_model_no_age
WKS0068285,2013,,7.759016978315558,ai4e_solar_model_no_age
WKS0068285,2014,,7.087782806180392,ai4e_solar_model_no_age
WKS0068285,2015,,7.2728713961393145,ai4e_solar_model_no_age
WKS0068285,2016,,7.162389695107932,ai4e_solar_model_no_age
WKS0068285,2017,,6.507811275745956,ai4e_solar_model_no_age
WKS0065085,2013,,24.17991417862835,ai4e_solar_model_no_age
WKS0065085,2014,,24.983993658163723,ai4e_solar_model_no_age
WKS0065085,2015,,24.82033053482384,ai4e_solar_model_no_age
WKS0065085,2016,,24.650877491001935,ai4e_solar_model_no_age
WKS0065085,2017,,24.599521992276262,ai4e_solar_model_no_age
WKS0064626,2013,,68.35495964278236,ai4e_solar_model_no_age
WKS0064626,2014,,66.534491481095,ai4e_solar_model_no_age
WKS0064626,2015,,63.376852839292376,ai4e_solar_model_no_age
WKS0064626,2016,,64.02366600854035,ai4e_solar_model_no_age
WKS0064626,2017,,70.67124669150854,ai4e_solar_model_no_age
WKS0069477,2013,,168.44419317662502,ai4e_solar_model_no_age
WKS0069477,2014,,158.3666530717812,ai4e_solar_model_no_age
WKS0069477,2015,,164.53565686064212,ai4e_solar_model_no_age
WKS0069477,2016,,169.9589590984148,ai4e_solar_model_no_age
WKS0069477,2017,,161.8294337871849,ai4e_solar_model_no_age
WKS0068582,2013,,46.473663769134234,ai4e_solar_model_no_age
WKS0068582,2014,,44.96910368400679,ai4e_solar_model_no_age
WKS0068582,2015,,46.3315765003647,ai4e_solar_model_no_age
WKS0068582,2016,,47.14789509921586,ai4e_solar_model_no_age
WKS0068582,2017,,46.608494592251084,ai4e_solar_model_no_age
WKS0065077,2013,,90.51408116294282,ai4e_solar_model_no_age
WKS0065077,2014,,93.17885247780791,ai4e_solar_model_no_age
WKS0065077,2015,,91.54227647218461,ai4e_solar_model_no_age
WKS0065077,2016,,92.4978456475851,ai4e_solar_model_no_age
WKS0065077,2017,,92.54649382253506,ai4e_solar_model_no_age
WKS0069520,2013,,8.531699141333796,ai4e_solar_model_no_age
WKS0069520,2014,,8.22018543618485,ai4e_solar_model_no_age
WKS0069520,2015,,8.353870659402753,ai4e_solar_model_no_age
WKS0069520,2016,,8.255310660185543,ai4e_solar_model_no_age
WKS0069520,2017,,8.252721827668536,ai4e_solar_model_no_age
AUS0000474,2013,,20.80987518434728,ai4e_solar_model_no_age
AUS0000474,2014,,20.968052478718548,ai4e_solar_model_no_age
AUS0000474,2015,,20.871432461967014,ai4e_solar_model_no_age
AUS0000474,2016,,21.4174220407144,ai4e_solar_model_no_age
AUS0000474,2017,,20.60226240503137,ai4e_solar_model_no_age
WKS0064627,2013,,122.39691109403657,ai4e_solar_model_no_age
WKS0064627,2014,,119.0532452819046,ai4e_solar_model_no_age
WKS0064627,2015,,112.09489185266013,ai4e_solar_model_no_age
WKS0064627,2016,,109.68435240347874,ai4e_solar_model_no_age
WKS0064627,2017,,123.1540149895127,ai4e_solar_model_no_age
WKS0068350,2013,,19.699948166469596,ai4e_solar_model_no_age
WKS0068350,2014,,19.087469777890256,ai4e_solar_model_no_age
WKS0068350,2015,,18.70595174388916,ai4e_solar_model_no_age
WKS0068350,2016,,18.580467125777226,ai4e_solar_model_no_age
WKS0068350,2017,,19.971098936189307,ai4e_solar_model_no_age
WKS0069201,2013,,136.7385272190212,ai4e_solar_model_no_age
WKS0069201,2014,,136.25312540411437,ai4e_solar_model_no_age
WKS0069201,2015,,136.47013249328035,ai4e_solar_model_no_age
WKS0069201,2016,,138.6448464059132,ai4e_solar_model_no_age
WKS0069201,2017,,142.9803981754203,ai4e_solar_model_no_age
WKS0069788,2013,,119.47557167022441,ai4e_solar_model_no_age
WKS0069788,2014,,119.05348313552282,ai4e_solar_model_no_age
WKS0069788,2015,,119.24218495218886,ai4e_solar_model_no_age
WKS0069788,2016,,121.1348090339345,ai4e_solar_model_no_age
WKS0069788,2017,,124.5544502691165,ai4e_solar_model_no_age
WKS0069764,2013,,47.38732427702239,ai4e_solar_model_no_age
WKS0069764,2014,,47.38732427702239,ai4e_solar_model_no_age
WKS0069764,2015,,47.38732427702239,ai4e_solar_model_no_age
WKS0069764,2016,,48.143525828340245,ai4e_solar_model_no_age
WKS0069764,2017,,48.01198614028467,ai4e_solar_model_no_age
WKS0071710,2013,,227.92819921935018,ai4e_solar_model_no_age
WKS0071710,2014,,227.38139637473952,ai4e_solar_model_no_age
WKS0071710,2015,,229.7531205059598,ai4e_solar_model_no_age
WKS0071710,2016,,232.35647580471837,ai4e_solar_model_no_age
WKS0071710,2017,,236.4906439791328,ai4e_solar_model_no_age
WKS0066503,2013,,119.05348313552282,ai4e_solar_model_no_age
WKS0066503,2014,,122.14164946523296,ai4e_solar_model_no_age
WKS0066503,2015,,119.47557167022441,ai4e_solar_model_no_age
WKS0066503,2016,,121.26380523458691,ai4e_solar_model_no_age
WKS0066503,2017,,120.93248336236127,ai4e_solar_model_no_age
WKS0071027,2013,,6.0452389131123185,ai4e_solar_model_no_age
WKS0071027,2014,,5.8095034765884614,ai4e_solar_model_no_age
WKS0071027,2015,,5.740071781023323,ai4e_solar_model_no_age
WKS0071027,2016,,5.591031945174245,ai4e_solar_model_no_age
WKS0071027,2017,,6.1224583136685835,ai4e_solar_model_no_age
WKS0064540,2013,,25.019517333287933,ai4e_solar_model_no_age
WKS0064540,2014,,26.219951527785202,ai4e_solar_model_no_age
WKS0064540,2015,,24.277207535937908,ai4e_solar_model_no_age
WKS0064540,2016,,25.386655384745538,ai4e_solar_model_no_age
WKS0064540,2017,,25.31729293833913,ai4e_solar_model_no_age
AUS0000473,2013,,19.201013937873604,ai4e_solar_model_no_age
AUS0000473,2014,,19.3615977796755,ai4e_solar_model_no_age
AUS0000473,2015,,19.01141183523263,ai4e_solar_model_no_age
AUS0000473,2016,,20.042375339032066,ai4e_solar_model_no_age
AUS0000473,2017,,20.10598462429784,ai4e_solar_model_no_age
WKS0066286,2013,,233.97470341445393,ai4e_solar_model_no_age
WKS0066286,2014,,249.0063684549199,ai4e_solar_model_no_age
WKS0066286,2015,,235.55594623530692,ai4e_solar_model_no_age
WKS0066286,2016,,249.84670901906802,ai4e_solar_model_no_age
WKS0066286,2017,,253.93318737729484,ai4e_solar_model_no_age
WKS0068288,2013,,94.03028781210614,ai4e_solar_model_no_age
WKS0068288,2014,,89.03203127785741,ai4e_solar_model_no_age
WKS0068288,2015,,83.45938088486444,ai4e_solar_model_no_age
WKS0068288,2016,,86.57702232261005,ai4e_solar_model_no_age
WKS0068288,2017,,98.34149108458786,ai4e_solar_model_no_age
AUS0000448,2013,,2.8972449681227737,ai4e_solar_model_no_age
AUS0000448,2014,,2.8685884360718568,ai4e_solar_model_no_age
AUS0000448,2015,,2.88521253494697,ai4e_solar_model_no_age
AUS0000448,2016,,2.818168277897791,ai4e_solar_model_no_age
AUS0000448,2017,,2.7987189652197384,ai4e_solar_model_no_age
AUS0000491,2013,,134.26956549153948,ai4e_solar_model_no_age
AUS0000491,2014,,138.82918044315022,ai4e_solar_model_no_age
AUS0000491,2015,,138.6001598004488,ai4e_solar_model_no_age
AUS0000491,2016,34.06944444444444,143.99718153907904,ai4e_solar_model_no_age
AUS0000491,2017,143.225,137.94784524261053,ai4e_solar_model_no_age
WKS0062559,2013,,27.189651828091105,ai4e_solar_model_no_age
WKS0062559,2014,,26.79011848485634,ai4e_solar_model_no_age
WKS0062559,2015,,24.868093926219142,ai4e_solar_model_no_age
WKS0062559,2016,,26.23669610953256,ai4e_solar_model_no_age
WKS0062559,2017,,27.5552866955791,ai4e_solar_model_no_age
WKS0064625,2013,,35.05546085755733,ai4e_solar_model_no_age
WKS0064625,2014,,33.05639909332867,ai4e_solar_model_no_age
WKS0064625,2015,,31.426911119918266,ai4e_solar_model_no_age
WKS0064625,2016,,31.62403718085063,ai4e_solar_model_no_age
WKS0064625,2017,,35.80593750146579,ai4e_solar_model_no_age
WKS0067635,2013,,9.378725824607159,ai4e_solar_model_no_age
WKS0067635,2014,,9.320519829909186,ai4e_solar_model_no_age
WKS0067635,2015,,9.378725824607159,ai4e_solar_model_no_age
WKS0067635,2016,,9.30667673590003,ai4e_solar_model_no_age
WKS0067635,2017,,9.281248657386644,ai4e_solar_model_no_age
WKS0069241,2013,,20.08636724201379,ai4e_solar_model_no_age
WKS0069241,2014,,20.981166524968128,ai4e_solar_model_no_age
WKS0069241,2015,,21.02468513611131,ai4e_solar_model_no_age
WKS0069241,2016,,20.911331896409198,ai4e_solar_model_no_age
WKS0069241,2017,,19.298186840569635,ai4e_solar_model_no_age
WKS0069930,2013,,183.18891106402805,ai4e_solar_model_no_age
WKS0069930,2014,,183.94288431907464,ai4e_solar_model_no_age
WKS0069930,2015,,183.95918635001178,ai4e_solar_model_no_age
WKS0069930,2016,,170.69527098940833,ai4e_solar_model_no_age
WKS0069930,2017,,185.63679402399137,ai4e_solar_model_no_age
AUS0000476,2013,,243.96179239943447,ai4e_solar_model_no_age
AUS0000476,2014,,243.36897218768593,ai4e_solar_model_no_age
AUS0000476,2015,9.380277777777778,236.37529723883526,ai4e_solar_model_no_age
AUS0000476,2016,229.54111111111112,242.89481295311415,ai4e_solar_model_no_age
AUS0000476,2017,232.18805555555556,248.11022054177144,ai4e_solar_model_no_age
WKS0070607,2013,,58.526555653977596,ai4e_solar_model_no_age
WKS0070607,2014,,58.77342524747778,ai4e_solar_model_no_age
WKS0070607,2015,,56.991817660836496,ai4e_solar_model_no_age
WKS0070607,2016,,57.7968489435557,ai4e_solar_model_no_age
WKS0070607,2017,,59.497610657849144,ai4e_solar_model_no_age
WKS0070608,2013,,128.79116650155694,ai4e_solar_model_no_age
WKS0070608,2014,,129.33427960725743,ai4e_solar_model_no_age
WKS0070608,2015,,125.41474291664657,ai4e_solar_model_no_age
WKS0070608,2016,,127.18590144838994,ai4e_solar_model_no_age
WKS0070608,2017,,130.9274875100744,ai4e_solar_model_no_age
WKS0064628,2013,,125.35787948553666,ai4e_solar_model_no_age
WKS0064628,2014,,124.44252757524508,ai4e_solar_model_no_age
WKS0064628,2015,,118.23374915247432,ai4e_solar_model_no_age
WKS0064628,2016,,121.60619498297254,ai4e_solar_model_no_age
WKS0064628,2017,,131.03926703254749,ai4e_solar_model_no_age
AUS0000426,2013,,4.6453804788835384,ai4e_solar_model_no_age
AUS0000426,2014,,4.827181784549077,ai4e_solar_model_no_age
AUS0000426,2015,,4.85565887223047,ai4e_solar_model_no_age
AUS0000426,2016,,4.365555611793257,ai4e_solar_model_no_age
AUS0000426,2017,,4.646707532096219,ai4e_solar_model_no_age
WKS0071194,2013,,10.17119013948543,ai4e_solar_model_no_age
WKS0071194,2014,,9.63164847918442,ai4e_solar_model_no_age
WKS0071194,2015,,9.50319071059177,ai4e_solar_model_no_age
WKS0071194,2016,,9.601315183928495,ai4e_solar_model_no_age
WKS0071194,2017,,9.805017054773819,ai4e_solar_model_no_age
WKS0068501,2013,,300.6882288359698,ai4e_solar_model_no_age
WKS0068501,2014,,310.86986889342154,ai4e_solar_model_no_age
WKS0068501,2015,,300.1047620408809,ai4e_solar_model_no_age
WKS0068501,2016,,304.99498445593423,ai4e_solar_model_no_age
WKS0068501,2017,,304.1616648262732,ai4e_solar_model_no_age
WKS0068498,2013,,355.69555703751416,ai4e_solar_model_no_age
WKS0068498,2014,,356.3863817228994,ai4e_solar_model_no_age
WKS0068498,2015,,356.07634254348375,ai4e_solar_model_no_age
WKS0068498,2016,,361.4865982366116,ai4e_solar_model_no_age
WKS0068498,2017,,360.49892993541863,ai4e_solar_model_no_age
WKS0061321,2013,,42.327147694510344,ai4e_solar_model_no_age
WKS0061321,2014,,42.369132718688455,ai4e_solar_model_no_age
WKS0061321,2015,,39.212390378291985,ai4e_solar_model_no_age
WKS0061321,2016,,40.95661754205817,ai4e_solar_model_no_age
WKS0061321,2017,,42.823075592237736,ai4e_solar_model_no_age
WKS0068755,2013,,347.4858128324875,ai4e_solar_model_no_age
WKS0068755,2014,,341.72184371872237,ai4e_solar_model_no_age
WKS0068755,2015,,334.1507299631255,ai4e_solar_model_no_age
WKS0068755,2016,,353.6424918741201,ai4e_solar_model_no_age
WKS0068755,2017,,347.031329839903,ai4e_solar_model_no_age
WKS0072701,2013,,161.27426172898322,ai4e_solar_model_no_age
WKS0072701,2014,,158.58661472471675,ai4e_solar_model_no_age
WKS0072701,2015,,155.16966378796334,ai4e_solar_model_no_age
WKS0072701,2016,,164.14296054609846,ai4e_solar_model_no_age
WKS0072701,2017,,161.06234354736202,ai4e_solar_model_no_age
WKS0069943,2013,,10.632290382117935,ai4e_solar_model_no_age
WKS0069943,2014,,10.692384719806224,ai4e_solar_model_no_age
WKS0069943,2015,,10.495400776201928,ai4e_solar_model_no_age
