gppd_idnr,year,reported_generation,estimated_generation,model_name
BRA0030462,2015,,116.84859189867198,ai4e_wind_model
BRA0030462,2016,,112.51270506338689,ai4e_wind_model
BRA0030462,2017,,97.80361326178073,ai4e_wind_model
BRA0030461,2015,,103.96641032496045,ai4e_wind_model
BRA0030461,2016,,110.85003069426627,ai4e_wind_model
BRA0030461,2017,,109.23162130872963,ai4e_wind_model
BRA0030480,2014,,98.87345195555967,ai4e_wind_model
BRA0030480,2015,,105.68392443046497,ai4e_wind_model
BRA0030480,2016,,96.35260029978946,ai4e_wind_model
BRA0030480,2017,,79.45695571617543,ai4e_wind_model
BRA0030932,2017,,116.7245078243274,ai4e_wind_model
BRA0030933,2017,,116.7245078243274,ai4e_wind_model
BRA0030934,2017,,116.7245078243274,ai4e_wind_model
BRA0030931,2017,,116.7245078243274,ai4e_wind_model
BRA0031607,2017,,129.18657745047292,ai4e_wind_model
BRA0031335,2016,,138.33121540222166,ai4e_wind_model
BRA0031335,2017,,125.63660042508678,ai4e_wind_model
BRA0031667,2017,,102.08402103385147,ai4e_wind_model
BRA0030296,2013,,129.5613039960512,ai4e_wind_model
BRA0030296,2014,,120.32208690778863,ai4e_wind_model
BRA0030296,2015,,107.50158352798849,ai4e_wind_model
BRA0030296,2016,,114.17798310454732,ai4e_wind_model
BRA0030296,2017,,108.97508667345072,ai4e_wind_model
BRA0030697,2015,,102.7162468266154,ai4e_wind_model
BRA0030697,2016,,93.54216870407694,ai4e_wind_model
BRA0030697,2017,,73.16475919200197,ai4e_wind_model
BRA0029062,2013,,100.18184781168345,ai4e_wind_model
BRA0029062,2014,,85.63044610115101,ai4e_wind_model
BRA0029062,2015,,100.82529973632617,ai4e_wind_model
BRA0029062,2016,,110.46025784494557,ai4e_wind_model
BRA0029062,2017,,97.99464102718694,ai4e_wind_model
BRA0028887,2013,,192.85382795245707,ai4e_wind_model
BRA0028887,2014,,183.75995313318282,ai4e_wind_model
BRA0028887,2015,,178.5007354816197,ai4e_wind_model
BRA0028887,2016,,165.2222143958433,ai4e_wind_model
BRA0028887,2017,,171.33275544702323,ai4e_wind_model
BRA0030837,2017,,80.67684537409232,ai4e_wind_model
BRA0030279,2015,,123.08715996538685,ai4e_wind_model
BRA0030279,2016,,110.3161054764453,ai4e_wind_model
BRA0030279,2017,,100.5329314908631,ai4e_wind_model
BRA0032011,2017,,72.08922930445058,ai4e_wind_model
BRA0030792,2017,,122.31532778544491,ai4e_wind_model
BRA0030976,2015,,101.2517168099473,ai4e_wind_model
BRA0030976,2016,,117.56108307050408,ai4e_wind_model
BRA0030976,2017,,104.97999592663842,ai4e_wind_model
BRA0030437,2015,,101.2517168099473,ai4e_wind_model
BRA0030437,2016,,117.56108307050408,ai4e_wind_model
BRA0030437,2017,,104.97999592663842,ai4e_wind_model
BRA0030448,2015,,101.2517168099473,ai4e_wind_model
BRA0030448,2016,,117.56108307050408,ai4e_wind_model
BRA0030448,2017,,104.97999592663842,ai4e_wind_model
BRA0031344,2016,,95.21951811750958,ai4e_wind_model
BRA0031344,2017,,93.82222676903193,ai4e_wind_model
BRA0031342,2016,,90.24000029309,ai4e_wind_model
BRA0031342,2017,,88.93753766533193,ai4e_wind_model
BRA0031523,2016,,31.879620815167936,ai4e_wind_model
BRA0031523,2017,,30.82276879562662,ai4e_wind_model
BRA0030739,2017,,91.62010248257515,ai4e_wind_model
BRA0030294,2015,,123.08715996538685,ai4e_wind_model
BRA0030294,2016,,112.14917351439651,ai4e_wind_model
BRA0030294,2017,,95.2750242418461,ai4e_wind_model
BRA0030511,2017,,113.00148652228783,ai4e_wind_model
BRA0030519,2017,,108.1485238220554,ai4e_wind_model
BRA0030545,2017,,113.00148652228783,ai4e_wind_model
BRA0030537,2017,,108.1485238220554,ai4e_wind_model
BRA0030552,2017,,108.1485238220554,ai4e_wind_model
BRA0031812,2017,,108.1485238220554,ai4e_wind_model
BRA0031006,2013,,5.395912364092422,ai4e_wind_model
BRA0031006,2014,,4.76083538978222,ai4e_wind_model
BRA0031006,2015,,4.689912496362947,ai4e_wind_model
BRA0031006,2016,,3.5569653080771615,ai4e_wind_model
BRA0031006,2017,,3.0132105907166804,ai4e_wind_model
BRA0029065,2013,,20.553116983378484,ai4e_wind_model
BRA0029065,2014,,16.735717460981647,ai4e_wind_model
BRA0029065,2015,,18.47500956713114,ai4e_wind_model
BRA0029065,2016,,21.966762452528805,ai4e_wind_model
BRA0029065,2017,,24.059206046215095,ai4e_wind_model
BRA0031072,2017,,98.04858657243501,ai4e_wind_model
BRA0030500,2015,,126.81018126742642,ai4e_wind_model
BRA0030500,2016,,115.48415889392213,ai4e_wind_model
BRA0030500,2017,,98.90284720227444,ai4e_wind_model
BRA0031071,2017,,98.04858657243501,ai4e_wind_model
BRA0031069,2017,,98.04858657243501,ai4e_wind_model
BRA0029084,2013,,15.021913122567254,ai4e_wind_model
BRA0029084,2014,,11.488716467618088,ai4e_wind_model
BRA0029084,2015,,14.46441490785511,ai4e_wind_model
BRA0029084,2016,,10.355123896656426,ai4e_wind_model
BRA0029084,2017,,10.040112682875668,ai4e_wind_model
BRA0030316,2015,,32.10323059112676,ai4e_wind_model
BRA0030316,2016,,38.08967723429775,ai4e_wind_model
BRA0030316,2017,,33.4044829848597,ai4e_wind_model
BRA0028788,2013,,222.07057106646033,ai4e_wind_model
BRA0028788,2014,,212.30768166156633,ai4e_wind_model
BRA0028788,2015,,205.70804564970575,ai4e_wind_model
BRA0028788,2016,,190.57660615219643,ai4e_wind_model
BRA0028788,2017,,198.1924612184182,ai4e_wind_model
BRA0031510,2016,,37.992699778423656,ai4e_wind_model
BRA0031510,2017,,36.38611465382573,ai4e_wind_model
BRA0029089,2013,,15.021913122567254,ai4e_wind_model
BRA0029089,2014,,11.488716467618088,ai4e_wind_model
BRA0029089,2015,,14.46441490785511,ai4e_wind_model
BRA0029089,2016,,10.355123896656426,ai4e_wind_model
BRA0029089,2017,,10.040112682875668,ai4e_wind_model
BRA0030832,2016,,117.04430099644884,ai4e_wind_model
BRA0030832,2017,,115.16862840514094,ai4e_wind_model
BRA0030897,2015,,126.81018126742642,ai4e_wind_model
BRA0030897,2016,,115.48415889392213,ai4e_wind_model
BRA0030897,2017,,98.90284720227444,ai4e_wind_model
BRA0029054,2013,,10.430427861856275,ai4e_wind_model
BRA0029054,2014,,7.552531284894627,ai4e_wind_model
BRA0029054,2015,,9.09165900130508,ai4e_wind_model
BRA0029054,2016,,9.936657775761182,ai4e_wind_model
BRA0029054,2017,,11.139486763480333,ai4e_wind_model
BRA0030348,2013,,102.5945105446614,ai4e_wind_model
BRA0030348,2014,,87.72505226632155,ai4e_wind_model
BRA0030348,2015,,86.40880197483627,ai4e_wind_model
BRA0030348,2016,,96.73549312235393,ai4e_wind_model
BRA0030348,2017,,95.8240523198285,ai4e_wind_model
BRA0030349,2013,,99.89559746344075,ai4e_wind_model
BRA0030349,2014,,84.81174118327043,ai4e_wind_model
BRA0030349,2015,,85.13505226438318,ai4e_wind_model
BRA0030349,2016,,97.01399998665481,ai4e_wind_model
BRA0030349,2017,,95.6190905013908,ai4e_wind_model
BRA0030350,2013,,99.89559746344075,ai4e_wind_model
BRA0030350,2014,,80.68619215839482,ai4e_wind_model
BRA0030350,2015,,85.13505226438318,ai4e_wind_model
BRA0030350,2016,,97.01399998665481,ai4e_wind_model
BRA0030350,2017,,95.6190905013908,ai4e_wind_model
BRA0030784,2015,,31.11887454444308,ai4e_wind_model
BRA0030784,2016,,36.94407760267215,ai4e_wind_model
BRA0030784,2017,,33.14009365707535,ai4e_wind_model
BRA0030786,2015,,38.984398693675246,ai4e_wind_model
BRA0030786,2016,,44.32838652265314,ai4e_wind_model
BRA0030786,2017,,39.76361810105324,ai4e_wind_model
BRA0030756,2015,,77.8485977400294,ai4e_wind_model
BRA0030756,2016,,89.07479455497086,ai4e_wind_model
BRA0030756,2017,,80.69852171778888,ai4e_wind_model
BRA0030762,2014,,19.301382567547705,ai4e_wind_model
BRA0030762,2015,,24.43688874785103,ai4e_wind_model
BRA0030762,2016,,22.087593166314246,ai4e_wind_model
BRA0030762,2017,,21.525583071949683,ai4e_wind_model
BRA0031517,2016,,67.92348423695935,ai4e_wind_model
BRA0031517,2017,,71.65325091711615,ai4e_wind_model
BRA0030767,2016,,92.4819256274947,ai4e_wind_model
BRA0030767,2017,,95.3100692013999,ai4e_wind_model
BRA0030790,2016,,88.35861893872034,ai4e_wind_model
BRA0030790,2017,,86.1856541796632,ai4e_wind_model
BRA0030754,2016,,88.35861893872034,ai4e_wind_model
BRA0030754,2017,,93.74356084983567,ai4e_wind_model
BRA0030760,2016,,115.60240703436835,ai4e_wind_model
BRA0030760,2017,,116.77635372342954,ai4e_wind_model
BRA0029086,2013,,15.588333938510416,ai4e_wind_model
BRA0029086,2014,,12.151814459000693,ai4e_wind_model
BRA0029086,2015,,14.167893776770232,ai4e_wind_model
BRA0029086,2016,,10.355123896656426,ai4e_wind_model
BRA0029086,2017,,10.040112682875668,ai4e_wind_model
BRA0029090,2013,,15.021913122567254,ai4e_wind_model
BRA0029090,2014,,12.151814459000693,ai4e_wind_model
BRA0029090,2015,,14.167893776770232,ai4e_wind_model
BRA0029090,2016,,10.355123896656426,ai4e_wind_model
BRA0029090,2017,,10.040112682875668,ai4e_wind_model
BRA0029087,2013,,15.021913122567254,ai4e_wind_model
BRA0029087,2014,,11.488716467618088,ai4e_wind_model
BRA0029087,2015,,14.46441490785511,ai4e_wind_model
BRA0029087,2016,,10.355123896656426,ai4e_wind_model
BRA0029087,2017,,10.040112682875668,ai4e_wind_model
BRA0029091,2013,,15.588333938510416,ai4e_wind_model
BRA0029091,2014,,12.151814459000693,ai4e_wind_model
BRA0029091,2015,,14.796556119459364,ai4e_wind_model
BRA0029091,2016,,10.355123896656426,ai4e_wind_model
BRA0029091,2017,,10.100604274114113,ai4e_wind_model
BRA0030295,2015,,76.30155014132527,ai4e_wind_model
BRA0030295,2016,,69.63038917267279,ai4e_wind_model
BRA0030295,2017,,61.2822740075254,ai4e_wind_model
BRA0030738,2017,,119.72664359950957,ai4e_wind_model
BRA0030282,2015,,106.41077753863897,ai4e_wind_model
BRA0030282,2016,,99.28449492880078,ai4e_wind_model
BRA0030282,2017,,88.03452389570887,ai4e_wind_model
BRA0030842,2016,,93.95447038266313,ai4e_wind_model
BRA0030842,2017,,86.42498663537432,ai4e_wind_model
BRA0030819,2016,,110.47003593251007,ai4e_wind_model
BRA0030819,2017,,104.15215661158119,ai4e_wind_model
BRA0030840,2016,,116.36409121456875,ai4e_wind_model
BRA0030840,2017,,114.42680535419416,ai4e_wind_model
BRA0030752,2017,,112.24372837454023,ai4e_wind_model
BRA0030672,2015,,89.20977806766808,ai4e_wind_model
BRA0030672,2016,,82.76441555512862,ai4e_wind_model
BRA0030672,2017,,71.31489424221323,ai4e_wind_model
BRA0031487,2016,,114.0498005573485,ai4e_wind_model
BRA0031487,2017,,110.11439390610292,ai4e_wind_model
BRA0029070,2013,,58.82240363254714,ai4e_wind_model
BRA0029070,2014,,46.30613199171053,ai4e_wind_model
BRA0029070,2015,,50.02278528008394,ai4e_wind_model
BRA0029070,2016,,59.52725315709366,ai4e_wind_model
BRA0029070,2017,,65.51450201842634,ai4e_wind_model
BRA0030490,2015,,74.07063305070012,ai4e_wind_model
BRA0030490,2016,,87.3849109630189,ai4e_wind_model
BRA0030490,2017,,80.6017204138704,ai4e_wind_model
BRA0031338,2017,,113.73818908041586,ai4e_wind_model
BRA0030838,2015,,120.3479963623108,ai4e_wind_model
BRA0030838,2016,,111.65550095338342,ai4e_wind_model
BRA0030838,2017,,102.8320795372402,ai4e_wind_model
BRA0031121,2016,,116.40472185163715,ai4e_wind_model
BRA0031121,2017,,111.69964124617455,ai4e_wind_model
BRA0030495,2015,,107.52932325216402,ai4e_wind_model
BRA0030495,2016,,124.84987022087536,ai4e_wind_model
BRA0030495,2017,,111.48875567409,ai4e_wind_model
BRA0030778,2016,,114.26342174101151,ai4e_wind_model
BRA0030778,2017,,113.40861523290317,ai4e_wind_model
BRA0030512,2016,,54.366730903224905,ai4e_wind_model
BRA0030512,2017,,53.17455231704078,ai4e_wind_model
BRA0030549,2016,,117.04430099644884,ai4e_wind_model
BRA0030549,2017,,115.16862840514094,ai4e_wind_model
BRA0030536,2016,,117.04430099644884,ai4e_wind_model
BRA0030536,2017,,115.16862840514094,ai4e_wind_model
BRA0030299,2013,,176.59129564834126,ai4e_wind_model
BRA0030299,2014,,170.88574035829492,ai4e_wind_model
BRA0030299,2015,,158.7978973198312,ai4e_wind_model
BRA0030299,2016,,125.50034939673415,ai4e_wind_model
BRA0030299,2017,,137.39031455331335,ai4e_wind_model
BRA0030336,2015,,115.39726495335802,ai4e_wind_model
BRA0030336,2016,,105.09058459346915,ai4e_wind_model
BRA0030336,2017,,88.89701647688885,ai4e_wind_model
BRA0030807,2015,,95.17661380135044,ai4e_wind_model
BRA0030807,2016,,110.50741808627384,ai4e_wind_model
BRA0030807,2017,,99.49277865366719,ai4e_wind_model
BRA0028770,2013,,121.78841161287009,ai4e_wind_model
BRA0028770,2014,,117.52230309615572,ai4e_wind_model
BRA0028770,2015,,112.68483685204025,ai4e_wind_model
BRA0028770,2016,,99.07536907130796,ai4e_wind_model
BRA0028770,2017,,103.30118922830155,ai4e_wind_model
BRA0030803,2017,,40.3421978884934,ai4e_wind_model
BRA0030503,2015,,126.81018126742642,ai4e_wind_model
BRA0030503,2016,,115.48415889392213,ai4e_wind_model
BRA0030503,2017,,98.90284720227444,ai4e_wind_model
BRA0030499,2016,,117.04430099644884,ai4e_wind_model
BRA0030499,2017,,115.16862840514094,ai4e_wind_model
BRA0030504,2015,,126.81018126742642,ai4e_wind_model
BRA0030504,2016,,115.48415889392213,ai4e_wind_model
BRA0030504,2017,,98.90284720227444,ai4e_wind_model
BRA0030509,2016,,105.33987089680396,ai4e_wind_model
BRA0030509,2017,,103.65176556462684,ai4e_wind_model
BRA0030351,2015,,31.282660081538232,ai4e_wind_model
BRA0030351,2016,,28.3087413164158,ai4e_wind_model
BRA0030351,2017,,23.060528544819043,ai4e_wind_model
BRA0028649,2013,,33.22636300620456,ai4e_wind_model
BRA0028649,2014,,22.659424642383314,ai4e_wind_model
BRA0028649,2015,,29.387090710749597,ai4e_wind_model
BRA0028649,2016,,30.00166732728822,ai4e_wind_model
BRA0028649,2017,,29.47670562535648,ai4e_wind_model
BRA0028699,2013,,201.53601405057864,ai4e_wind_model
BRA0028699,2014,,187.53256512067787,ai4e_wind_model
BRA0028699,2015,,186.94322373050744,ai4e_wind_model
BRA0028699,2016,,191.3160887504487,ai4e_wind_model
BRA0028699,2017,,166.28311884243982,ai4e_wind_model
BRA0028706,2013,,88.57797721759374,ai4e_wind_model
BRA0028706,2014,,73.04740345119231,ai4e_wind_model
BRA0028706,2015,,82.3875491756973,ai4e_wind_model
BRA0028706,2016,,76.06397453786761,ai4e_wind_model
BRA0028706,2017,,77.24966213801956,ai4e_wind_model
BRA0028724,2013,,101.2748057944298,ai4e_wind_model
BRA0028724,2014,,92.89986371204301,ai4e_wind_model
BRA0028724,2015,,99.4845828553987,ai4e_wind_model
BRA0028724,2016,,90.18001637472199,ai4e_wind_model
BRA0028724,2017,,93.70027116211116,ai4e_wind_model
BRA0002801,2013,,12.588860252618426,ai4e_wind_model
BRA0002801,2014,,10.501337192266499,ai4e_wind_model
BRA0002801,2015,,10.048190569672506,ai4e_wind_model
BRA0002801,2016,,6.5929496995915695,ai4e_wind_model
BRA0002801,2017,,6.537430169694686,ai4e_wind_model
BRA0028793,2013,,15.925276284867826,ai4e_wind_model
BRA0028793,2014,,12.31631310461557,ai4e_wind_model
BRA0028793,2015,,17.131002929309197,ai4e_wind_model
BRA0028793,2016,,18.883266378881967,ai4e_wind_model
BRA0028793,2017,,23.794891041612306,ai4e_wind_model
BRA0027908,2013,,2.737123383473011,ai4e_wind_model
BRA0027908,2014,,2.2562690561123255,ai4e_wind_model
BRA0027908,2015,,2.522951366776119,ai4e_wind_model
BRA0027908,2016,,1.1440847618550702,ai4e_wind_model
BRA0027908,2017,,1.140958847205193,ai4e_wind_model
BRA0030502,2016,,77.66675843317843,ai4e_wind_model
BRA0030502,2017,,75.9636461672011,ai4e_wind_model
BRA0030343,2013,,33.35531911872859,ai4e_wind_model
BRA0030343,2014,,22.43837972178459,ai4e_wind_model
BRA0030343,2015,,25.177032986441496,ai4e_wind_model
BRA0030343,2016,,26.892167771195407,ai4e_wind_model
BRA0030343,2017,,26.989638545798154,ai4e_wind_model
BRA0030478,2014,,72.93942711213677,ai4e_wind_model
BRA0030478,2015,,80.47287042201147,ai4e_wind_model
BRA0030478,2016,,79.09704496109225,ai4e_wind_model
BRA0030478,2017,,71.1396422981027,ai4e_wind_model
BRA0030334,2013,,57.924582431076864,ai4e_wind_model
BRA0030334,2014,,46.487767276665004,ai4e_wind_model
BRA0030334,2015,,49.177634335375224,ai4e_wind_model
BRA0030334,2016,,46.67600125465683,ai4e_wind_model
BRA0030334,2017,,44.33569445982195,ai4e_wind_model
BRA0030352,2015,,122.63466379590736,ai4e_wind_model
BRA0030352,2016,,109.60946875865619,ai4e_wind_model
BRA0030352,2017,,106.7385093246534,ai4e_wind_model
BRA0030331,2015,,115.77796942096175,ai4e_wind_model
BRA0030331,2016,,102.58227162547244,ai4e_wind_model
BRA0030331,2017,,100.31492700838157,ai4e_wind_model
BRA0030332,2015,,103.60786070061035,ai4e_wind_model
BRA0030332,2016,,93.95097322170531,ai4e_wind_model
BRA0030332,2017,,90.75486758744145,ai4e_wind_model
BRA0030329,2015,,105.11542611077775,ai4e_wind_model
BRA0030329,2016,,93.95097322170531,ai4e_wind_model
BRA0030329,2017,,91.49015084970293,ai4e_wind_model
BRA0030309,2015,,120.87583748404539,ai4e_wind_model
BRA0030309,2016,,107.25515038628939,ai4e_wind_model
BRA0030309,2017,,105.12496216766475,ai4e_wind_model
BRA0030670,2015,,126.82708929159541,ai4e_wind_model
BRA0030670,2016,,115.49955678177466,ai4e_wind_model
BRA0030670,2017,,97.70205429936168,ai4e_wind_model
BRA0028630,2013,,89.69627867763977,ai4e_wind_model
BRA0028630,2014,,81.79829353343224,ai4e_wind_model
BRA0028630,2015,,79.29466853654196,ai4e_wind_model
BRA0028630,2016,,80.3887342694385,ai4e_wind_model
BRA0028630,2017,,81.46699547535617,ai4e_wind_model
BRA0031477,2016,,28.092863869429998,ai4e_wind_model
BRA0031477,2017,,26.813883463613156,ai4e_wind_model
BRA0028730,2013,,83.11696815640198,ai4e_wind_model
BRA0028730,2014,,76.41653967757411,ai4e_wind_model
BRA0028730,2015,,80.655628118097,ai4e_wind_model
BRA0028730,2016,,94.56909043562898,ai4e_wind_model
BRA0028730,2017,,90.51531837895375,ai4e_wind_model
BRA0029020,2013,,13.013611124080706,ai4e_wind_model
BRA0029020,2014,,11.304445871881835,ai4e_wind_model
BRA0029020,2015,,11.99215056647388,ai4e_wind_model
BRA0029020,2016,,13.186669105765727,ai4e_wind_model
BRA0029020,2017,,12.124340044176504,ai4e_wind_model
BRA0030663,2014,,121.94426315787862,ai4e_wind_model
BRA0030663,2015,,125.6894147605004,ai4e_wind_model
BRA0030663,2016,,99.60659575598093,ai4e_wind_model
BRA0030663,2017,,79.46754997693759,ai4e_wind_model
BRA0030328,2015,,70.54346004828582,ai4e_wind_model
BRA0030328,2016,,83.22372472668467,ai4e_wind_model
BRA0030328,2017,,76.76354325130514,ai4e_wind_model
BRA0030342,2015,,97.2016481375494,ai4e_wind_model
BRA0030342,2016,,112.85863974768394,ai4e_wind_model
BRA0030342,2017,,101.6096462845963,ai4e_wind_model
BRA0030750,2016,,95.80183246817275,ai4e_wind_model
BRA0030750,2017,,89.19767429282086,ai4e_wind_model
BRA0030289,2014,,70.10981821006513,ai4e_wind_model
BRA0030289,2015,,69.75238963393593,ai4e_wind_model
BRA0030289,2016,,54.38745237541631,ai4e_wind_model
BRA0030289,2017,,44.72475488926371,ai4e_wind_model
BRA0030372,2015,,115.39726495335802,ai4e_wind_model
BRA0030372,2016,,105.09058459346915,ai4e_wind_model
BRA0030372,2017,,82.1974455120022,ai4e_wind_model
BRA0030356,2015,,159.7808283969573,ai4e_wind_model
BRA0030356,2016,,145.51004020634193,ai4e_wind_model
BRA0030356,2017,,123.08817666030768,ai4e_wind_model
BRA0030321,2015,,102.60173970074659,ai4e_wind_model
BRA0030321,2016,,115.02137466938375,ai4e_wind_model
BRA0030321,2017,,107.25462663374053,ai4e_wind_model
BRA0030691,2015,,117.05185529250284,ai4e_wind_model
BRA0030691,2016,,109.21294442168085,ai4e_wind_model
BRA0030691,2017,,98.32799172247991,ai4e_wind_model
BRA0030315,2015,,35.576474413895326,ai4e_wind_model
BRA0030315,2016,,42.75719322577937,ai4e_wind_model
BRA0030315,2017,,37.85887547130083,ai4e_wind_model
BRA0030751,2017,,127.20955882447889,ai4e_wind_model
BRA0031485,2017,,105.42857794392033,ai4e_wind_model
BRA0031483,2017,,105.42857794392033,ai4e_wind_model
BRA0031484,2017,,58.30009391027636,ai4e_wind_model
BRA0031814,2017,,113.09668486389906,ai4e_wind_model
BRA0031482,2017,,82.2841297972666,ai4e_wind_model
BRA0030801,2015,,95.17661380135044,ai4e_wind_model
BRA0030801,2016,,110.50741808627384,ai4e_wind_model
BRA0030801,2017,,99.49277865366719,ai4e_wind_model
BRA0030660,2015,,67.76356085880371,ai4e_wind_model
BRA0030660,2016,,61.318271425321804,ai4e_wind_model
BRA0030660,2017,,51.97890057964706,ai4e_wind_model
BRA0028652,2013,,10.556429986784726,ai4e_wind_model
BRA0028652,2014,,8.321602371932753,ai4e_wind_model
