Technology,Country/area,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Wind,Switzerland,Electricity capacity (MW),3.0,5.0,5.0,5.0,9.0,12.0,12.0,12.0,14.0,18.0,42.0,46.0,49.0,60.0,60.0,60.0,75.0,75.0,75.0
Wind,Switzerland,Electricity generation (GWh),3.0,4.0,5.0,5.0,6.0,8.0,15.0,16.0,19.0,23.0,37.0,70.0,88.0,90.0,101.0,110.0,109.0,133.0,
Wind,UK,Electricity capacity (MW),412.0,493.0,534.0,742.0,933.0,1565.0,1955.0,2477.0,3446.0,4422.0,5421.2,6596.3,9030.4,11282.3,13074.0,14305.6,16173.6,19835.2,21736.2
Wind,UK,Electricity generation (GWh),947.0,965.1,1256.0,1285.4,1935.1,2903.9,4225.1,5273.8,7121.5,9281.0,10285.6,15963.0,19847.1,28397.0,31959.3,40274.7,37262.7,50003.7,
Wind,Ukraine,Electricity capacity (MW),5.0,36.2,46.2,54.4,71.4,76.6,76.6,82.0,83.0,86.0,88.0,146.0,248.0,362.0,513.9,513.9,526.0,553.0,620.8
Wind,Ukraine,Electricity generation (GWh),6.0,16.0,22.0,31.0,33.0,37.6,34.6,45.1,45.3,43.0,50.9,89.5,288.2,638.6,1371.3,1306.8,1169.0,1818.6,
Wind,European Union,Electricity capacity (MW),12715.8,17346.3,23148.8,28012.4,34111.6,40355.7,47576.8,55930.9,63595.2,75312.5,84397.6,94007.4,106170.6,117140.9,128653.6,141479.9,154317.0,168978.0,179344.5
Wind,European Union,Electricity generation (GWh),22231.6,26720.7,36348.4,44252.2,58974.9,70480.0,82366.0,104449.1,119608.8,133126.1,149447.2,180096.7,206174.3,236895.3,253241.5,301974.2,302932.5,362478.0,
Wind,Middle East,Electricity capacity (MW),12.4,12.4,19.4,23.4,32.9,45.0,55.0,71.0,71.7,100.7,103.7,106.9,115.3,119.2,162.2,283.8,408.6,435.3,612.5
Wind,Middle East,Electricity generation (GWh),39.5,36.7,44.3,42.6,61.4,86.0,139.4,154.9,210.0,240.4,222.1,225.8,224.7,235.8,225.5,390.7,729.2,810.3,
Wind,Bahrain,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Wind,Bahrain,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,
Wind,Iran IR,Electricity capacity (MW),11.0,11.0,12.0,16.0,24.9,37.0,47.0,63.0,63.0,92.0,95.0,98.2,106.1,107.6,148.8,153.4,190.9,190.9,282.0
Wind,Iran IR,Electricity generation (GWh),36.5,33.7,30.3,27.6,46.3,70.9,125.3,140.9,195.8,226.2,208.9,213.5,204.3,211.3,197.7,242.2,264.3,264.3,
Wind,Iraq,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Iraq,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Israel,Electricity capacity (MW),0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,27.3,27.3,27.3
Wind,Israel,Electricity generation (GWh),0.0,0.0,11.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0,7.0,14.2,14.2,14.2,14.2,64.4,64.4,
Wind,Jordan,Electricity capacity (MW),1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,118.4,184.4,198.4,284.5
Wind,Jordan,Electricity generation (GWh),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6,2.4,123.1,390.7,449.0,
Wind,Kuwait,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Wind,Kuwait,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,
Wind,Lebanon,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,3.0,3.0,3.0,3.0,3.0
Wind,Lebanon,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,6.0,6.0,
Wind,Oman,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Oman,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Palestine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Palestine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Qatar,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Qatar,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Saudi Arabia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8
Wind,Saudi Arabia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,
Wind,Syrian AR,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Wind,Syrian AR,Electricity generation (GWh),0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,
Wind,United Arab Em,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.7,1.7,1.7,1.7,1.7
Wind,United Arab Em,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,3.0,1.5,1.5,
Wind,Yemen,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Yemen,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,N America,Electricity capacity (MW),2486.0,4012.0,4596.0,6340.0,6918.0,9401.0,12853.0,18456.0,27088.6,38003.6,43621.6,51542.6,67091.6,69896.6,76495.0,87058.0,97310.0,104199.0,111986.4
Wind,N America,Electricity generation (GWh),5933.0,7161.0,10888.0,12145.0,15265.0,19467.0,29208.0,37872.0,59754.8,81464.8,105112.8,132690.8,156921.8,191862.8,212856.0,228183.0,270312.0,296466.0,
Wind,Bermuda,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Bermuda,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Canada,Electricity capacity (MW),92.0,131.0,161.0,327.0,444.0,677.0,1423.0,1840.0,2336.0,3282.0,3967.0,5265.0,6201.0,7801.0,9694.0,11214.0,11973.0,12403.0,12816.0
Wind,Canada,Electricity generation (GWh),264.0,337.0,408.0,826.0,954.0,1567.0,2473.0,3007.0,3788.0,6641.0,8724.0,10187.0,11310.0,17963.0,22538.0,26446.0,30463.0,28775.0,
Wind,Greenland,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Greenland,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Mexico,Electricity capacity (MW),17.0,17.0,18.0,18.0,18.0,18.0,101.0,101.0,101.0,425.0,519.0,601.0,1815.0,2122.0,2569.0,3271.0,4051.0,4199.0,4875.4
Wind,Mexico,Electricity generation (GWh),19.0,18.0,21.0,19.0,20.0,19.0,59.0,262.0,269.0,596.0,1239.0,1648.0,3688.0,4185.0,6426.0,8745.0,10378.0,10442.0,
Wind,St Pierre Mq,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0
Wind,St Pierre Mq,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,
Wind,USA,Electricity capacity (MW),2377.0,3864.0,4417.0,5995.0,6456.0,8706.0,11329.0,16515.0,24651.0,34296.0,39135.0,45676.0,59075.0,59973.0,64232.0,72573.0,81286.0,87597.0,94295.0
Wind,USA,Electricity generation (GWh),5650.0,6806.0,10459.0,11300.0,14291.0,17881.0,26676.0,34603.0,55696.0,74226.0,95148.0,120854.0,141922.0,169713.0,183892.0,192992.0,229471.0,257249.0,
Wind,Oceania,Electricity capacity (MW),73.0,116.5,166.7,273.4,567.9,930.9,1016.4,1611.7,1809.0,2249.9,2438.8,2702.1,3235.1,3895.0,4531.1,4975.4,5068.6,5557.4,6500.2
Wind,Oceania,Electricity generation (GWh),185.5,356.0,527.3,854.8,1078.5,1516.6,2363.4,3581.4,4192.4,5354.4,6752.8,8096.9,9118.2,10045.3,12531.5,13895.8,14560.0,14790.9,
Wind,Amer Samoa,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Amer Samoa,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Australia,Electricity capacity (MW),33.0,76.0,106.0,190.0,379.0,740.0,819.0,1249.0,1441.0,1703.0,1864.0,2127.0,2561.0,3221.0,3797.0,4234.0,4327.0,4816.0,5758.0
Wind,Australia,Electricity generation (GWh),58.0,210.0,364.0,703.0,705.0,885.0,1713.0,2611.0,3093.0,3824.0,5052.0,6085.0,6970.0,7960.0,10252.0,11467.0,12199.0,12597.0,
Wind,Christmas Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Christmas Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Cocos Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Cocos Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Cook Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,Cook Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Fiji,Electricity capacity (MW),0.1,0.1,0.1,0.1,0.0,0.0,0.0,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
Wind,Fiji,Electricity generation (GWh),0.1,0.1,0.1,0.1,0.0,0.0,0.0,3.4,4.6,7.2,6.4,5.0,6.8,5.3,4.3,5.7,3.6,2.1,
Wind,Fr Polynesia,Electricity capacity (MW),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wind,Fr Polynesia,Electricity generation (GWh),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Wind,Guam,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3
Wind,Guam,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,
Wind,Kiribati,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Kiribati,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Marshall Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,Marshall Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Micronesia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Wind,Micronesia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Nauru,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Nauru,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,New Caledon,Electricity capacity (MW),3.8,4.4,6.6,11.2,22.7,22.7,28.2,32.4,32.4,37.3,37.3,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6
Wind,New Caledon,Electricity generation (GWh),7.3,6.8,8.2,4.7,11.4,17.5,28.3,36.9,35.8,41.6,51.7,45.6,57.1,52.3,57.2,61.6,45.1,45.1,
Wind,New Zealand,Electricity capacity (MW),36.0,36.0,54.0,72.0,166.0,168.0,169.0,320.0,322.0,496.0,524.0,524.0,623.0,623.0,682.0,689.0,689.0,689.0,689.0
Wind,New Zealand,Electricity generation (GWh),120.0,139.0,155.0,147.0,362.0,614.0,622.0,930.0,1058.0,1476.0,1637.0,1957.0,2079.0,2022.0,2211.0,2353.0,2306.0,2141.0,
Wind,Niue,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Niue,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Norfolk Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Norfolk Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Nth Mariana Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Nth Mariana Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Palau,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Palau,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Papua N Guin,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Papua N Guin,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Pitcairn,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Pitcairn,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Samoa,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6
Wind,Samoa,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,
Wind,Solomon Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Solomon Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Tokelau,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Tokelau,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Tonga,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Wind,Tonga,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Tuvalu,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Tuvalu,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Vanuatu,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.6,3.6,3.6,3.3,3.3
Wind,Vanuatu,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.3,5.4,4.3,5.2,5.5,6.8,8.3,5.4,4.8,
Wind,Wallis Fut Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Wallis Fut Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,S America,Electricity capacity (MW),37.1,51.8,50.8,52.7,74.8,69.8,285.8,317.2,482.9,845.9,1182.0,1737.1,2339.5,2842.9,6558.2,9950.8,12949.4,15731.5,18682.7
Wind,S America,Electricity generation (GWh),31.9,93.7,143.8,148.3,193.8,227.7,379.0,790.6,1333.5,1463.7,2653.4,3232.0,6059.3,7948.7,15515.3,27282.8,40817.8,52721.3,
Wind,Argentina,Electricity capacity (MW),14.1,24.8,25.8,25.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,59.6,137.0,190.0,215.2,215.2,215.3,257.2,750.1
Wind,Argentina,Electricity generation (GWh),28.9,49.4,73.4,78.0,72.4,75.4,69.6,61.6,42.0,36.8,25.4,26.2,369.2,461.3,619.1,598.7,554.1,1616.2,
Wind,Bolivia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,3.2,3.2,27.0,27.0,27.0
Wind,Bolivia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,11.5,34.9,60.4,
Wind,Brazil,Electricity capacity (MW),22.0,24.0,22.0,24.0,24.0,29.0,237.0,247.0,398.0,602.0,927.0,1426.0,1894.0,2202.0,4888.0,7633.0,10124.0,12294.0,14401.0
Wind,Brazil,Electricity generation (GWh),1.2,35.2,61.2,61.2,61.2,93.1,237.2,663.0,1183.2,1238.2,2177.2,2704.7,5050.2,6578.6,12210.3,21625.9,33489.1,42391.3,
Wind,Chile,Electricity capacity (MW),0.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,20.0,163.0,163.0,184.0,202.0,301.0,736.0,910.0,1039.0,1305.0,1524.0
Wind,Chile,Electricity generation (GWh),0.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,38.0,79.0,332.0,338.0,409.0,554.0,1443.0,2115.0,2449.0,3624.0,
Wind,Colombia,Electricity capacity (MW),0.0,0.0,0.0,0.0,20.0,10.0,18.0,18.0,18.0,18.0,18.0,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4
Wind,Colombia,Electricity generation (GWh),0.0,0.0,0.0,0.0,51.0,50.0,63.0,50.0,54.0,58.0,39.0,41.0,55.0,58.0,70.0,68.0,51.0,3.0,
Wind,Ecuador,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,2.4,2.4,2.4,18.9,21.2,21.2,21.2,21.2,21.2
Wind,Ecuador,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,3.2,3.4,3.3,2.4,56.7,79.7,98.8,84.0,79.6,
Wind,Falklands Malv,Electricity capacity (MW),0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,1.3,2.3,2.3,2.3,2.3,2.3,3.3,3.3,3.3,3.3
Wind,Falklands Malv,Electricity generation (GWh),1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9,5.2,5.2,5.3,6.2,6.7,6.6,6.6,9.2,9.2,9.2,
Wind,Fr Guiana,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Fr Guiana,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Guyana,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,Guyana,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,
Wind,Paraguay,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Paraguay,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Peru,Electricity capacity (MW),0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,142.7,239.7,239.7,239.7,372.0
Wind,Peru,Electricity generation (GWh),0.8,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,257.5,602.3,1063.8,1074.7,
Wind,Suriname,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Suriname,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Uruguay,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,30.6,40.6,43.6,52.6,59.4,481.3,856.8,1211.5,1515.7,1515.7
Wind,Uruguay,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,42.1,69.9,111.3,112.5,144.1,732.7,2065.1,2994.3,3774.5,
Wind,Venezuela,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,50.0,50.0,50.0,50.0,50.0
Wind,Venezuela,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,88.3,88.3,88.3,88.3,88.3,
