Technology,Country/area,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Solar photovoltaic,Cabo Verde,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.6,5.7,5.8,6.1,6.2,6.2,7.5
Solar photovoltaic,Cabo Verde,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,9.0,7.5,7.3,6.6,6.2,5.6,6.7,
Solar photovoltaic,Cameroon,Electricity capacity (MW),0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.5,1.0,2.4,2.8,3.6,5.6,7.4,9.0,11.6,14.2
Solar photovoltaic,Cameroon,Electricity generation (GWh),0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.7,1.4,3.3,3.8,4.9,7.7,10.2,12.4,15.9,
Solar photovoltaic,Cent Afr Rep,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Solar photovoltaic,Cent Afr Rep,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.4,0.4,0.4,0.4,0.4,
Solar photovoltaic,Chad,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2
Solar photovoltaic,Chad,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.3,
Solar photovoltaic,Comoros,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Comoros,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Congo DR,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.7,3.2,5.2,6.8
Solar photovoltaic,Congo DR,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.9,0.9,4.6,7.4,
Solar photovoltaic,Congo Rep,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.5,0.5,0.5,0.6,0.6
Solar photovoltaic,Congo Rep,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.6,0.6,0.7,
Solar photovoltaic,Cote d Ivoire,Electricity capacity (MW),0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4,1.1,1.4,1.6,1.7,2.0,2.9,3.8,5.1,5.1,8.3,8.3
Solar photovoltaic,Cote d Ivoire,Electricity generation (GWh),0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.5,1.5,1.9,2.1,2.2,2.6,3.9,5.1,6.8,
Solar photovoltaic,Djibouti,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Solar photovoltaic,Djibouti,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,
Solar photovoltaic,Egypt,Electricity capacity (MW),0.1,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.9,1.3,15.0,15.0,15.0,15.0,15.0,25.0,48.0,169.0,750.0
Solar photovoltaic,Egypt,Electricity generation (GWh),0.2,0.8,1.0,1.0,1.0,1.0,1.0,1.2,1.5,2.2,25.2,25.2,25.2,25.2,25.2,42.0,80.6,578.0,
Solar photovoltaic,Eq Guinea,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar photovoltaic,Eq Guinea,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Solar photovoltaic,Eritrea,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,2.7,2.7
Solar photovoltaic,Eritrea,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,5.1,
Solar photovoltaic,Eswatini,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.3,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9
Solar photovoltaic,Eswatini,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.3,0.4,0.4,0.9,1.1,1.1,1.1,1.2,1.2,1.3,1.3,
Solar photovoltaic,Ethiopia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,3.3,9.1,9.8,13.9,12.2,11.0
Solar photovoltaic,Ethiopia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,2.2,5.8,15.6,18.0,20.8,22.4,
Solar photovoltaic,Gabon,Electricity capacity (MW),0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Solar photovoltaic,Gabon,Electricity generation (GWh),0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.6,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,
Solar photovoltaic,Gambia,Electricity capacity (MW),0.0,0.0,0.1,0.2,0.4,0.6,0.7,1.2,1.4,1.6,1.8,1.9,2.0,2.0,2.1,2.2,2.2,2.2,2.2
Solar photovoltaic,Gambia,Electricity generation (GWh),0.0,0.0,0.1,0.3,0.6,1.0,1.2,1.9,2.2,2.6,2.8,3.0,3.2,3.2,3.4,3.5,3.5,3.5,
Solar photovoltaic,Ghana,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.8,29.7,33.6,38.6,63.6
Solar photovoltaic,Ghana,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.9,10.9,33.6,35.6,
Solar photovoltaic,Guinea,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,3.4,3.4,13.3,13.3,13.3,13.4
Solar photovoltaic,Guinea,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.0,5.3,5.3,20.5,20.5,20.5,
Solar photovoltaic,Guinea Bissau,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.2
Solar photovoltaic,Guinea Bissau,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,
Solar photovoltaic,Kenya,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.4,3.4,7.2,16.7,30.7,31.8,37.9,92.5
Solar photovoltaic,Kenya,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,2.2,5.2,11.0,25.5,47.0,48.6,58.0,
Solar photovoltaic,Lesotho,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4
Solar photovoltaic,Lesotho,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8,0.8,0.8,
Solar photovoltaic,Liberia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.4,2.6
Solar photovoltaic,Liberia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,3.4,
Solar photovoltaic,Libya,Electricity capacity (MW),0.0,0.0,0.0,0.2,0.7,1.2,1.7,2.2,2.7,3.2,3.7,4.2,4.9,4.9,4.9,4.9,4.9,5.1,5.1
Solar photovoltaic,Libya,Electricity generation (GWh),0.0,0.0,0.0,0.3,1.1,1.9,2.7,3.5,4.3,5.1,5.9,6.7,7.8,7.8,7.8,7.8,7.8,7.8,
Solar photovoltaic,Madagascar,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.8,1.1,1.5,2.0,2.6,5.0,7.0,9.0,11.0,13.0,33.0
Solar photovoltaic,Madagascar,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,1.4,1.9,2.6,3.5,4.5,8.7,12.1,15.6,19.1,22.6,
Solar photovoltaic,Malawi,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.5,0.7,1.8,2.7,5.4,7.7,12.1,12.1,19.2,22.7
Solar photovoltaic,Malawi,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,1.0,1.5,3.6,5.5,11.1,15.8,24.9,24.9,39.4,
Solar photovoltaic,Mali,Electricity capacity (MW),0.1,0.3,0.4,0.8,1.4,1.7,2.5,3.4,3.9,3.9,6.4,9.9,15.7,15.7,16.2,17.2,17.5,19.6,19.6
Solar photovoltaic,Mali,Electricity generation (GWh),0.1,0.4,0.7,1.3,2.3,2.8,4.1,5.5,6.4,6.4,10.5,16.0,25.5,25.5,26.2,27.9,28.4,31.8,
Solar photovoltaic,Mauritania,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.2,18.2,34.8,84.8,86.1
Solar photovoltaic,Mauritania,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,30.0,30.1,56.6,140.0,
Solar photovoltaic,Mauritius,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.5,18.2,18.7,20.7,29.3,30.0
Solar photovoltaic,Mauritius,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,24.6,25.9,30.3,39.2,
Solar photovoltaic,Mayotte,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,8.3,12.4,13.1,13.1,13.2,13.2,13.3,15.1,15.1
Solar photovoltaic,Mayotte,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,6.1,13.9,14.5,14.6,14.7,14.7,14.8,16.9,
Solar photovoltaic,Morocco,Electricity capacity (MW),6.7,7.0,7.7,8.4,9.1,10.0,10.8,11.9,12.8,13.4,13.5,14.2,15.2,15.2,19.6,19.8,21.9,25.5,205.5
Solar photovoltaic,Morocco,Electricity generation (GWh),8.0,8.4,9.2,10.1,10.9,12.0,13.0,14.3,15.4,16.1,16.3,17.0,18.2,18.2,23.5,24.0,26.2,30.5,
Solar photovoltaic,Mozambique,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,4.9,7.0,10.0,13.0,15.0,17.0
Solar photovoltaic,Mozambique,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.4,1.6,1.6,1.6,
Solar photovoltaic,Namibia,Electricity capacity (MW),1.0,1.2,1.5,1.6,1.6,1.6,1.9,2.4,3.0,3.6,4.2,7.4,11.1,14.6,16.5,21.0,36.0,69.8,87.5
Solar photovoltaic,Namibia,Electricity generation (GWh),1.8,2.1,2.8,2.9,2.9,3.0,3.5,4.5,5.5,6.8,7.8,13.7,20.6,27.1,30.6,38.6,56.6,108.2,
Solar photovoltaic,Niger,Electricity capacity (MW),0.5,0.6,0.6,0.7,0.8,1.0,1.1,1.1,1.2,1.2,2.1,3.0,4.0,5.0,6.0,7.0,8.0,9.0,20.0
Solar photovoltaic,Niger,Electricity generation (GWh),0.8,1.0,1.0,1.1,1.3,1.6,1.8,1.8,2.0,2.0,3.4,4.9,6.5,8.2,9.8,11.4,13.1,14.7,
Solar photovoltaic,Nigeria,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.4,15.6,17.0,18.4,18.9,19.1
Solar photovoltaic,Nigeria,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.7,23.0,25.1,27.2,27.9,
Solar photovoltaic,Reunion,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.3,0.5,3.0,5.8,10.0,42.5,89.3,131.1,153.0,156.0,167.0,186.6,186.4,187.8,190.0
Solar photovoltaic,Reunion,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.3,1.4,2.8,4.8,20.5,76.1,141.8,190.4,224.2,235.9,244.8,259.5,256.5,
Solar photovoltaic,Rwanda,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.5,0.9,10.0,14.0,19.1,27.2,30.3
Solar photovoltaic,Rwanda,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.4,0.6,1.2,6.9,21.2,86.8,94.2,
Solar photovoltaic,Saint Helena,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Saint Helena,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Sao Tome Prn,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3
Solar photovoltaic,Sao Tome Prn,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.4,
Solar photovoltaic,Senegal,Electricity capacity (MW),1.0,1.1,1.3,1.4,1.6,1.7,1.8,2.0,2.3,2.6,3.3,4.8,5.9,7.0,10.0,11.0,43.0,113.0,134.0
Solar photovoltaic,Senegal,Electricity generation (GWh),1.7,1.9,2.2,2.4,2.7,2.9,3.1,3.4,3.9,4.4,5.6,8.2,10.1,11.9,17.6,19.7,23.3,101.3,
Solar photovoltaic,Seychelles,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.4,1.9,2.6,3.5
Solar photovoltaic,Seychelles,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,1.6,2.4,3.1,
Solar photovoltaic,Sierra Leone,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.4,0.4,0.4,0.5,3.8,4.2
Solar photovoltaic,Sierra Leone,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.6,0.6,0.6,0.7,5.6,
Solar photovoltaic,Somalia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,4.7,6.9,7.1
Solar photovoltaic,Somalia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,7.3,10.8,
Solar photovoltaic,South Africa,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.7,11.3,261.6,1062.9,1251.7,1974.0,2186.4,2558.8
Solar photovoltaic,South Africa,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.8,7.6,53.7,1074.6,2136.2,2842.1,3725.1,
Solar photovoltaic,South Sudan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.5
Solar photovoltaic,South Sudan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.6,0.7,
Solar photovoltaic,Sudan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.4,0.5,0.9,2.3,3.5,8.0,8.0,8.0,11.1,12.3,12.6,17.6
Solar photovoltaic,Sudan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.7,0.9,1.5,3.8,5.8,13.3,13.3,13.3,18.5,20.5,
Solar photovoltaic,Tanzania,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,3.7,11.2,12.7,18.4,21.9,25.4
Solar photovoltaic,Tanzania,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,2.1,6.6,20.1,22.9,33.0,39.3,
Solar photovoltaic,Togo,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.5,1.0,2.0,2.5,3.0,3.0
Solar photovoltaic,Togo,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.6,0.8,1.5,3.0,3.8,4.4,
Solar photovoltaic,Tunisia,Electricity capacity (MW),0.8,1.0,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.4,1.6,2.9,5.4,9.1,16.6,26.7,37.1,47.1,47.1
Solar photovoltaic,Tunisia,Electricity generation (GWh),1.2,1.4,1.6,1.7,1.7,1.7,1.7,1.8,1.9,2.0,2.3,4.3,7.8,13.1,24.0,38.7,70.0,112.0,
Solar photovoltaic,Uganda,Electricity capacity (MW),0.2,0.8,1.1,1.7,2.3,3.0,5.4,7.7,11.7,14.2,14.9,16.2,17.3,18.5,20.0,22.0,24.0,46.0,48.0
Solar photovoltaic,Uganda,Electricity generation (GWh),0.3,1.2,1.6,2.5,3.3,4.4,7.9,11.2,17.0,20.6,21.7,23.6,25.2,26.9,29.1,32.0,38.6,60.8,
Solar photovoltaic,Westn Sahara,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Westn Sahara,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Zambia,Electricity capacity (MW),0.0,0.1,0.2,0.2,0.3,0.6,1.0,1.1,1.2,1.2,1.2,1.4,1.4,1.6,2.0,2.5,3.0,3.5,5.0
Solar photovoltaic,Zambia,Electricity generation (GWh),0.0,0.2,0.3,0.3,0.5,1.0,1.7,1.9,2.1,2.1,2.1,2.4,2.4,2.8,3.5,4.3,5.2,6.1,
Solar photovoltaic,Zimbabwe,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,2.0,2.7,4.3,5.1,6.3,10.6
Solar photovoltaic,Zimbabwe,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,3.4,4.7,7.6,8.9,10.9,
Solar photovoltaic,Asia,Electricity capacity (MW),370.2,504.7,710.1,948.2,1236.4,1602.9,1956.6,2276.0,2848.7,3696.6,5494.7,9608.9,15980.0,34485.6,56206.9,84448.7,136134.6,206009.9,274646.8
Solar photovoltaic,Asia,Electricity generation (GWh),402.8,608.0,734.8,968.9,1246.4,1608.6,1984.5,2348.9,2870.9,3759.8,5322.2,8399.8,14074.6,26983.0,55332.4,88973.3,135933.7,207784.2,
Solar photovoltaic,Afghanistan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16.1,16.8,18.3,18.9,20.2,22.0,21.5
Solar photovoltaic,Afghanistan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,28.3,29.6,32.3,33.3,35.5,35.7,
Solar photovoltaic,Bangladesh,Electricity capacity (MW),0.0,0.0,0.0,0.6,1.4,2.5,4.0,6.6,11.1,18.3,32.3,42.6,66.4,94.6,121.9,144.8,155.2,200.2,201.1
Solar photovoltaic,Bangladesh,Electricity generation (GWh),0.0,0.0,0.1,0.9,1.9,3.4,5.4,9.0,15.2,25.1,44.3,58.4,90.9,129.6,166.9,198.4,212.6,274.3,
Solar photovoltaic,Bhutan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Solar photovoltaic,Bhutan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,
Solar photovoltaic,Brunei Darsm,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Solar photovoltaic,Brunei Darsm,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,1.7,1.7,1.6,1.3,1.1,1.1,
Solar photovoltaic,Cambodia,Electricity capacity (MW),0.1,0.2,0.3,0.3,0.4,0.5,0.7,1.6,1.9,2.1,2.2,3.9,4.7,5.9,9.2,12.2,18.4,28.4,27.8
Solar photovoltaic,Cambodia,Electricity generation (GWh),0.1,0.3,0.4,0.5,0.5,0.8,1.0,2.3,2.8,3.1,3.2,5.7,6.8,8.5,13.3,17.7,26.6,31.3,
Solar photovoltaic,China,Electricity capacity (MW),33.5,38.0,56.5,66.6,76.6,141.2,160.2,199.0,253.0,414.8,1021.8,3107.8,6717.8,17747.8,28387.8,43537.8,77787.8,130801.3,175015.9
Solar photovoltaic,China,Electricity generation (GWh),37.1,43.1,67.8,81.2,93.6,137.1,155.1,191.4,234.9,345.0,729.1,1997.8,4390.8,8797.6,23751.0,39977.7,67865.2,118257.6,
Solar photovoltaic,China HK SAR,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,China HK SAR,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,China Mac SAR,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,China Mac SAR,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Chinese Taipei,Electricity capacity (MW),0.1,0.2,0.3,0.5,0.6,1.0,1.4,2.4,5.6,9.5,22.0,117.9,222.5,392.0,620.2,842.2,1245.0,1767.7,2617.7
Solar photovoltaic,Chinese Taipei,Electricity generation (GWh),0.1,0.3,0.3,0.5,0.6,1.0,1.5,2.2,4.6,9.2,25.6,70.3,173.1,337.9,551.7,875.5,1132.2,1691.6,
Solar photovoltaic,India,Electricity capacity (MW),1.1,5.5,6.7,7.9,7.8,11.6,9.6,25.1,27.7,39.4,65.4,563.3,978.6,1445.8,3444.0,5365.0,9650.5,17923.3,26886.6
