Technology,Country/area,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Solar photovoltaic,India,Electricity generation (GWh),1.5,7.5,9.1,10.6,10.5,15.6,13.0,34.5,37.4,46.0,65.1,305.4,969.4,1600.1,2739.4,5619.2,9821.9,17768.0,
Solar photovoltaic,Indonesia,Electricity capacity (MW),0.3,0.6,0.9,1.3,1.3,1.4,2.2,5.7,9.5,13.4,14.6,17.0,26.4,38.4,41.6,50.6,57.7,60.0,61.3
Solar photovoltaic,Indonesia,Electricity generation (GWh),0.7,1.2,1.9,2.6,2.7,2.8,4.5,11.5,19.2,27.1,29.4,32.6,47.9,64.5,72.4,88.9,104.9,115.5,
Solar photovoltaic,Japan,Electricity capacity (MW),330.0,453.0,637.0,860.0,1132.0,1421.0,1700.0,1909.0,2131.0,2611.0,3599.0,4890.0,6430.0,12107.0,19334.0,28615.0,38438.0,44226.0,55500.0
Solar photovoltaic,Japan,Electricity generation (GWh),357.0,547.0,644.0,858.0,1118.0,1420.0,1721.0,1972.0,2206.0,2657.0,3543.0,4839.0,6613.0,12880.0,22952.0,34802.0,45761.0,55068.0,
Solar photovoltaic,Kazakhstan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,57.1,57.3,58.8,209.0
Solar photovoltaic,Kazakhstan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,46.2,88.4,93.0,
Solar photovoltaic,Korea DPR,Electricity capacity (MW),0.0,0.0,0.0,0.3,0.3,0.4,0.4,0.5,0.5,0.7,1.0,2.0,2.6,3.9,5.4,8.2,10.3,10.7,10.7
Solar photovoltaic,Korea DPR,Electricity generation (GWh),0.0,0.0,0.0,0.3,0.4,0.5,0.5,0.6,0.6,0.9,1.3,2.6,3.3,5.0,6.9,10.6,13.3,13.8,
Solar photovoltaic,Korea Rep,Electricity capacity (MW),4.0,5.0,5.0,6.0,9.0,14.0,36.0,81.0,357.0,524.0,650.0,730.0,1024.0,1555.0,2481.0,3615.0,4502.0,5835.0,7862.4
Solar photovoltaic,Korea Rep,Electricity generation (GWh),5.0,6.0,7.0,8.0,10.0,15.0,31.0,70.0,285.0,566.0,772.0,917.0,1103.0,1605.0,2557.0,3975.0,5123.0,7057.0,
Solar photovoltaic,Kyrgyzstan,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Kyrgyzstan,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Lao PDR,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.9,3.3,3.6,6.7,6.7
Solar photovoltaic,Lao PDR,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,4.5,5.0,9.2,
Solar photovoltaic,Malaysia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,25.1,97.1,165.8,229.1,292.0,317.4,437.8
Solar photovoltaic,Malaysia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.7,0.7,0.7,30.9,53.7,190.5,275.4,326.2,333.0,
Solar photovoltaic,Maldives,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,1.4,1.8,4.1,4.1,6.8,9.5,9.5
Solar photovoltaic,Maldives,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.4,0.4,2.1,2.8,6.2,6.2,10.2,14.3,
Solar photovoltaic,Mongolia,Electricity capacity (MW),0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,3.8,3.8,4.6,4.6,4.6,5.0,5.0,5.0,15.0,47.7,62.7
Solar photovoltaic,Mongolia,Electricity generation (GWh),0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,6.5,6.5,7.8,7.8,7.8,7.8,8.4,8.3,8.1,27.5,
Solar photovoltaic,Myanmar,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,1.4,2.8,4.2,7.7,25.7,54.9,54.9,54.9
Solar photovoltaic,Myanmar,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.6,2.1,4.1,6.2,11.3,37.8,80.7,80.7,
Solar photovoltaic,Nepal,Electricity capacity (MW),0.0,0.3,0.6,1.0,1.4,1.9,1.8,1.6,2.0,3.8,4.3,7.8,9.3,10.8,11.5,13.4,13.6,53.3,53.3
Solar photovoltaic,Nepal,Electricity generation (GWh),0.0,0.4,0.9,1.5,2.1,2.6,2.5,2.2,2.9,5.4,6.1,11.1,13.2,15.5,16.5,19.1,19.4,76.2,
Solar photovoltaic,Pakistan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,3.7,9.3,18.6,45.7,100.5,165.2,230.0,410.5,741.7,1568.1
Solar photovoltaic,Pakistan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,5.3,13.4,26.8,65.8,144.7,238.0,367.7,659.2,889.3,
Solar photovoltaic,Philippines,Electricity capacity (MW),0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,165.3,758.6,886.1,897.1
Solar photovoltaic,Philippines,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,1.5,1.4,1.3,1.3,1.3,1.3,1.2,1.3,1.4,16.6,139.1,1098.1,1202.2,
Solar photovoltaic,Singapore,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,2.9,4.6,7.7,11.8,25.5,45.8,96.8,116.1,150.0
Solar photovoltaic,Singapore,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,3.1,4.9,8.2,12.6,27.1,48.7,103.0,104.0,
Solar photovoltaic,Sri Lanka,Electricity capacity (MW),0.3,0.9,1.6,2.3,2.9,3.6,4.2,4.9,5.6,6.3,7.0,9.1,9.2,12.5,19.1,30.6,83.0,130.9,160.5
Solar photovoltaic,Sri Lanka,Electricity generation (GWh),0.5,1.4,2.3,3.3,4.2,5.2,6.2,7.2,8.2,9.2,10.2,13.3,13.4,16.1,29.9,32.4,48.4,82.2,
Solar photovoltaic,Tajikistan,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Tajikistan,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Thailand,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,30.4,32.3,32.4,37.0,48.6,78.7,376.7,823.5,1298.5,1419.6,2446.1,2697.3,2720.2
Solar photovoltaic,Thailand,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,36.5,38.8,38.9,44.4,58.3,94.4,493.0,1252.0,1928.0,2378.0,3377.0,4543.0,
Solar photovoltaic,Timor Leste,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6
Solar photovoltaic,Timor Leste,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,
Solar photovoltaic,Turkmenistan,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Turkmenistan,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Uzbekistan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,2.3,3.2,3.5
Solar photovoltaic,Uzbekistan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.2,4.6,4.6,
Solar photovoltaic,Viet Nam,Electricity capacity (MW),0.7,0.8,1.0,1.1,1.5,2.6,4.2,4.2,4.2,4.9,5.9,5.9,5.9,5.9,6.7,6.7,6.7,9.4,106.4
Solar photovoltaic,Viet Nam,Electricity generation (GWh),0.7,0.8,1.0,1.1,1.5,2.6,4.2,4.2,4.2,4.9,5.9,5.9,5.9,5.9,6.7,6.7,6.7,9.4,
Solar photovoltaic,C America + Carib,Electricity capacity (MW),2.5,3.9,5.1,6.5,7.8,9.7,14.5,20.0,27.1,47.5,75.4,108.7,167.7,267.3,340.8,922.1,1148.6,1490.1,1726.2
Solar photovoltaic,C America + Carib,Electricity generation (GWh),3.8,5.9,7.5,9.6,11.6,13.9,19.8,24.5,31.7,44.3,70.8,128.2,259.8,434.1,507.1,1229.1,1933.8,2273.5,
Solar photovoltaic,Anguilla,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.1,2.1,2.1,1.1
Solar photovoltaic,Anguilla,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.5,2.4,2.3,
Solar photovoltaic,Antigua Barb,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.4,0.4,3.4,3.5,3.9,7.9
Solar photovoltaic,Antigua Barb,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.5,0.6,0.6,5.4,5.5,6.1,
Solar photovoltaic,Aruba,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,1.0,1.6,4.9,6.1,6.1,6.1,6.1
Solar photovoltaic,Aruba,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.5,2.4,7.4,9.2,9.2,8.6,
Solar photovoltaic,Bahamas,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.6,0.6,1.3,1.3,1.4,1.3,1.3
Solar photovoltaic,Bahamas,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.6,1.0,1.0,2.0,2.0,2.2,2.1,
Solar photovoltaic,Barbados,Electricity capacity (MW),0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.6,0.6,0.8,1.0,1.7,2.2,2.8,6.5,9.0,19.0,19.0,24.0
Solar photovoltaic,Barbados,Electricity generation (GWh),0.0,0.2,0.2,0.2,0.2,0.3,0.3,0.9,0.9,1.2,1.6,2.6,3.4,4.4,10.1,14.0,29.5,29.5,
Solar photovoltaic,Belize,Electricity capacity (MW),0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.8,1.9,1.9,2.6,3.9,3.9,3.9,4.2
Solar photovoltaic,Belize,Electricity generation (GWh),0.0,0.1,0.1,0.2,0.2,0.4,0.4,0.5,0.7,0.8,0.9,1.1,2.6,2.6,3.5,5.3,5.3,5.3,
Solar photovoltaic,BES Islands,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.2,4.5,4.5
Solar photovoltaic,BES Islands,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.1,4.0,
Solar photovoltaic,Br Virgin Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
Solar photovoltaic,Br Virgin Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,
Solar photovoltaic,Cayman Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.8,9.9
Solar photovoltaic,Cayman Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,14.3,
Solar photovoltaic,Costa Rica,Electricity capacity (MW),0.2,0.6,1.1,1.7,2.0,2.6,3.2,3.8,4.6,5.0,6.2,6.8,9.9,12.7,16.7,22.5,23.6,28.0,28.0
Solar photovoltaic,Costa Rica,Electricity generation (GWh),0.3,0.8,1.5,2.3,2.8,3.6,4.4,5.2,6.3,7.0,8.6,9.5,12.6,17.7,23.3,31.4,32.8,34.0,
Solar photovoltaic,Cuba,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.0,22.0,23.8,37.0,65.5,96.2
Solar photovoltaic,Cuba,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.1,112.8,94.2,125.6,143.0,74.4,
Solar photovoltaic,Curacao,Electricity capacity (MW),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1,7.7,10.1,17.0,18.0,18.0
Solar photovoltaic,Curacao,Electricity generation (GWh),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3,13.2,17.3,29.1,30.9,
Solar photovoltaic,Dominica,Electricity capacity (MW),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6
Solar photovoltaic,Dominica,Electricity generation (GWh),0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,
Solar photovoltaic,Dominican Rep,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.8,12.7,22.7,68.1,102.7,166.3
Solar photovoltaic,Dominican Rep,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,9.4,18.3,32.4,74.6,139.1,
Solar photovoltaic,El Salvador,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,13.9,23.1,24.2,121.2,204.6
Solar photovoltaic,El Salvador,Electricity generation (GWh),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,21.6,22.0,27.5,44.8,184.5,
Solar photovoltaic,Grenada,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.5,0.7,1.0,2.2,2.2,2.4
Solar photovoltaic,Grenada,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,1.3,2.3,3.1,
Solar photovoltaic,Guadeloupe,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.4,1.2,2.5,3.7,10.9,22.4,28.5,60.0,66.6,66.6,67.1,68.0,70.0,70.0
Solar photovoltaic,Guadeloupe,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.3,0.9,2.0,3.0,5.0,17.3,33.4,91.8,98.6,102.7,101.5,93.8,92.5,
Solar photovoltaic,Guatemala,Electricity capacity (MW),0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.8,1.5,2.6,10.4,93.3,93.3,99.3,113.5
Solar photovoltaic,Guatemala,Electricity generation (GWh),0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.6,0.7,0.8,1.1,2.1,3.6,14.6,160.8,203.3,209.7,
Solar photovoltaic,Haiti,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,1.1,1.4,1.5,1.9,1.9,2.4,2.6
Solar photovoltaic,Haiti,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.9,2.3,2.4,3.0,3.1,4.0,
Solar photovoltaic,Honduras,Electricity capacity (MW),1.6,1.8,2.0,2.1,2.4,2.7,2.9,3.2,3.2,3.5,3.7,4.5,5.2,5.2,5.2,393.2,414.2,453.8,484.8
Solar photovoltaic,Honduras,Electricity generation (GWh),2.5,2.7,2.9,3.3,3.7,4.0,4.5,4.5,4.9,5.2,6.2,7.1,7.1,7.1,7.1,424.3,884.8,927.7,
Solar photovoltaic,Jamaica,Electricity capacity (MW),0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.6,0.7,1.0,1.5,1.8,2.1,4.1,6.5,27.5,55.5,55.5
Solar photovoltaic,Jamaica,Electricity generation (GWh),0.0,0.2,0.2,0.2,0.3,0.3,0.3,0.7,1.0,1.2,1.7,2.5,3.0,3.5,6.9,10.6,13.0,44.0,
Solar photovoltaic,Martinique,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,7.3,14.2,26.4,48.0,60.0,62.0,62.5,65.3,66.5,66.5,66.5
Solar photovoltaic,Martinique,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.3,11.5,19.0,38.4,79.6,75.0,84.0,81.0,82.0,73.3,
Solar photovoltaic,Montserrat,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Montserrat,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Nicaragua,Electricity capacity (MW),0.1,0.1,0.2,0.3,0.5,0.7,1.0,1.5,2.4,2.9,3.5,4.5,6.3,6.8,9.3,10.3,18.9,30.2,30.3
Solar photovoltaic,Nicaragua,Electricity generation (GWh),0.1,0.2,0.3,0.5,0.6,0.9,1.3,2.2,3.4,4.1,4.9,6.3,8.8,9.6,12.6,14.8,26.8,36.7,
Solar photovoltaic,Panama,Electricity capacity (MW),0.2,0.4,0.5,0.6,0.6,0.8,0.8,1.0,1.3,1.5,1.9,2.4,3.0,3.7,6.1,49.3,93.0,146.7,146.7
Solar photovoltaic,Panama,Electricity generation (GWh),0.3,0.6,0.7,0.9,0.9,1.0,1.2,1.4,1.8,2.1,2.6,3.3,4.2,5.2,6.5,21.6,76.5,161.1,
Solar photovoltaic,Puerto Rico,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,3.8,6.9,57.9,72.9,88.4,133.4,165.2,165.2
Solar photovoltaic,Puerto Rico,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,17.8,39.9,48.3,94.1,117.9,159.2,
Solar photovoltaic,St Barth,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar photovoltaic,St Barth,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Solar photovoltaic,St Kitts Nevis,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.4,1.9,1.9,1.9
Solar photovoltaic,St Kitts Nevis,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,2.3,3.1,3.1,
Solar photovoltaic,St Lucia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.8,0.8,0.8,3.8
Solar photovoltaic,St Lucia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,1.2,1.3,1.3,
Solar photovoltaic,St Maarten,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,St Maarten,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,St Martin,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.6,2.6,1.6,0.1,0.1
Solar photovoltaic,St Martin,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.6,4.3,2.6,0.2,
Solar photovoltaic,St Vincent Gren,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.8,1.2,1.3,1.3
Solar photovoltaic,St Vincent Gren,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,1.2,1.9,2.0,
Solar photovoltaic,Trinidad Tobago,Electricity capacity (MW),0.1,0.4,0.6,1.0,1.4,1.5,1.7,1.9,2.0,2.3,2.6,2.6,2.6,2.6,2.9,3.3,3.3,3.3,3.3
Solar photovoltaic,Trinidad Tobago,Electricity generation (GWh),0.1,0.6,1.0,1.5,2.2,2.3,2.7,2.9,3.1,3.5,4.0,4.0,4.0,4.0,4.5,5.2,5.2,5.2,
Solar photovoltaic,Turks Caicos,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
Solar photovoltaic,Turks Caicos,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,
Solar photovoltaic,US Virgin Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.9,5.0,9.2,9.2,5.0,5.0
Solar photovoltaic,US Virgin Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,3.9,14.9,29.5,29.5,14.4,
Solar photovoltaic,Eurasia,Electricity capacity (MW),0.1,0.3,0.6,1.0,1.5,2.0,2.5,3.1,3.8,4.8,6.0,7.7,12.8,20.0,49.0,315.7,935.6,3725.5,5700.7
Solar photovoltaic,Eurasia,Electricity generation (GWh),0.1,0.4,0.9,1.5,2.2,3.0,3.7,4.6,5.6,7.1,9.0,10.4,18.5,28.1,27.4,261.0,1158.8,3212.4,
Solar photovoltaic,Armenia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,17.3
Solar photovoltaic,Armenia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.7,
Solar photovoltaic,Azerbaijan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,1.0,1.0,1.0,2.4,5.0,24.9,28.4,36.4
Solar photovoltaic,Azerbaijan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.4,0.2,0.2,0.8,2.9,4.6,35.3,37.2,
Solar photovoltaic,Georgia,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Georgia,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Solar photovoltaic,Russian Fed,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,6.6,61.7,76.7,274.0,584.0
Solar photovoltaic,Russian Fed,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.9,1.0,7.1,62.4,79.3,283.2,
Solar photovoltaic,Turkey,Electricity capacity (MW),0.1,0.3,0.6,1.0,1.5,2.0,2.5,3.0,3.7,4.7,5.7,6.7,11.7,17.7,40.0,249.0,833.0,3420.7,5062.9
Solar photovoltaic,Turkey,Electricity generation (GWh),0.1,0.4,0.9,1.5,2.2,3.0,3.7,4.5,5.5,7.0,8.5,10.0,17.4,26.3,17.4,194.1,1043.1,2889.3,
Solar photovoltaic,Europe,Electricity capacity (MW),199.1,299.4,385.0,623.8,1335.4,2315.3,3266.1,5039.4,10457.2,16835.3,30118.6,53616.2,71848.1,82017.7,88877.0,97366.9,103853.1,110298.9,118840.4
Solar photovoltaic,Europe,Electricity generation (GWh),132.7,203.0,291.8,445.8,721.7,1497.7,2535.2,3820.9,7488.0,14089.6,22612.0,45787.9,68410.4,82447.5,94530.6,104907.9,108259.4,116603.8,
Solar photovoltaic,Albania,Electricity capacity (MW),0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.8,0.9,1.1,1.0,1.0,1.0
Solar photovoltaic,Albania,Electricity generation (GWh),0.0,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.8,0.9,1.0,1.2,1.4,1.4,1.2,
Solar photovoltaic,Andorra,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.7
Solar photovoltaic,Andorra,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.7,
Solar photovoltaic,Austria,Electricity capacity (MW),5.0,7.0,9.0,23.0,27.0,21.0,22.4,24.2,30.1,48.9,88.8,174.1,337.5,626.0,785.2,937.1,1096.0,1269.0,1431.0
Solar photovoltaic,Austria,Electricity generation (GWh),3.2,5.3,9.0,14.7,18.4,21.0,22.4,24.2,30.1,48.9,88.8,174.1,337.5,626.0,785.2,937.1,1096.0,1269.0,
Solar photovoltaic,Belarus,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,13.0,50.5,152.6,154.3
Solar photovoltaic,Belarus,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,7.5,28.1,89.0,
Solar photovoltaic,Belgium,Electricity capacity (MW),0.0,0.0,1.0,1.0,1.0,2.0,2.0,20.0,62.0,386.0,1007.0,1979.0,2647.0,2902.0,3014.0,3131.0,3325.0,3609.6,4025.6
Solar photovoltaic,Belgium,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.7,1.3,1.6,6.1,41.4,166.0,560.0,1169.0,2148.0,2644.0,2883.0,3053.0,3092.0,3287.6,
Solar photovoltaic,Bosnia Herzg,Electricity capacity (MW),0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,7.2,8.2,14.1,16.0,19.0
