Technology,Country/area,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Renewable hydropower,Cote d Ivoire,Electricity generation (GWh),1764.0,1800.0,1729.0,1832.0,1748.0,1433.0,1510.0,1797.0,1898.0,2131.0,1618.0,1774.0,1789.0,1605.9,1914.0,1352.5,1529.1,2047.2,
Renewable hydropower,Djibouti,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Djibouti,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Egypt,Electricity capacity (MW),2786.0,2786.0,2786.0,2786.8,2786.8,2786.8,2786.8,2786.8,2850.8,2850.8,2850.8,2850.8,2850.8,2850.8,2850.8,2850.8,2850.8,2850.8,2850.8
Renewable hydropower,Egypt,Electricity generation (GWh),13697.0,15130.0,12859.0,12859.0,13019.0,12644.0,12925.0,12925.0,15510.0,14682.0,12863.0,13046.0,12934.0,13121.0,13352.0,13822.0,13545.0,12850.0,
Renewable hydropower,Eq Guinea,Electricity capacity (MW),5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,125.6,125.6,125.6,125.6,125.6,125.6,127.1
Renewable hydropower,Eq Guinea,Electricity generation (GWh),7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,67.0,127.0,127.0,127.0,127.0,127.0,
Renewable hydropower,Eritrea,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Eritrea,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Eswatini,Electricity capacity (MW),42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,62.6,62.6,62.6,62.1,62.1,62.1,62.1,62.1,62.1,62.1,62.1
Renewable hydropower,Eswatini,Electricity generation (GWh),116.9,109.5,129.7,129.1,111.8,146.3,170.7,166.2,226.7,279.7,325.1,291.0,251.3,290.1,252.2,153.6,123.4,189.0,
Renewable hydropower,Ethiopia,Electricity capacity (MW),378.6,450.6,450.6,484.6,694.6,694.6,694.6,694.6,694.6,1414.6,1874.6,1971.7,1971.7,1971.7,1971.7,2158.7,2158.7,3817.3,3817.3
Renewable hydropower,Ethiopia,Electricity generation (GWh),1651.3,1997.4,2028.4,2285.5,2524.9,2837.3,3263.8,3390.6,3301.8,3529.6,4933.3,6265.0,7392.0,8342.8,6822.7,9018.9,9674.0,11753.0,
Renewable hydropower,Gabon,Electricity capacity (MW),170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,330.2,330.2,330.2,330.3,330.3,330.3
Renewable hydropower,Gabon,Electricity generation (GWh),803.9,879.0,924.1,901.1,897.0,819.2,952.1,809.2,902.6,945.1,908.0,840.8,909.0,1156.8,1543.1,1782.2,1594.3,1591.4,
Renewable hydropower,Gambia,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Gambia,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Ghana,Electricity capacity (MW),1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1580.0,1580.0,1584.0,1584.0,1584.0,1584.0
Renewable hydropower,Ghana,Electricity generation (GWh),6609.0,6609.0,5036.0,3886.0,5281.0,5629.0,5619.0,3727.0,6195.0,6877.0,6996.0,7561.0,8071.0,8233.0,8387.0,5845.0,5561.0,5616.0,
Renewable hydropower,Guinea,Electricity capacity (MW),128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,368.2,368.2,368.2,368.2
Renewable hydropower,Guinea,Electricity generation (GWh),511.0,552.0,595.0,400.0,555.0,459.9,459.9,459.9,494.6,462.1,474.7,414.3,490.5,482.2,425.8,881.0,1083.8,1212.1,
Renewable hydropower,Guinea Bissau,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Guinea Bissau,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Kenya,Electricity capacity (MW),680.6,680.6,680.6,680.6,680.6,680.7,680.7,680.7,740.7,752.8,768.6,768.6,813.6,821.6,822.4,828.4,828.8,834.1,836.6
Renewable hydropower,Kenya,Electricity generation (GWh),1879.5,1863.0,2761.5,3190.0,3064.0,2947.5,3162.8,3403.7,3184.4,2511.1,2795.7,3446.1,3906.6,4153.8,3639.4,3560.0,3573.6,3274.7,
Renewable hydropower,Lesotho,Electricity capacity (MW),75.4,75.4,75.4,74.8,74.8,74.8,72.8,72.8,72.8,72.8,72.8,72.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8
Renewable hydropower,Lesotho,Electricity generation (GWh),367.1,371.0,397.7,408.0,403.9,457.2,481.6,507.3,503.4,505.3,500.6,489.5,485.4,515.3,520.1,532.2,522.0,538.7,
Renewable hydropower,Liberia,Electricity capacity (MW),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.0,92.0,92.0
Renewable hydropower,Liberia,Electricity generation (GWh),21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,124.0,
Renewable hydropower,Libya,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Libya,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Madagascar,Electricity capacity (MW),105.8,105.8,105.8,105.8,105.8,105.8,105.8,105.9,120.9,121.1,129.0,129.0,162.0,162.0,162.7,163.7,163.7,163.8,163.8
Renewable hydropower,Madagascar,Electricity generation (GWh),539.6,564.0,535.4,611.7,637.0,647.9,637.9,719.1,699.7,740.4,711.0,690.3,710.0,726.5,807.5,934.8,886.5,783.8,
Renewable hydropower,Malawi,Electricity capacity (MW),287.9,287.9,287.8,287.2,287.2,287.2,287.2,287.2,287.2,287.2,287.2,287.3,287.3,287.3,351.3,351.3,351.6,351.6,363.6
Renewable hydropower,Malawi,Electricity generation (GWh),1034.6,1057.5,1104.4,1186.2,1264.4,1322.2,1354.7,1382.0,1618.3,1765.5,1845.0,1884.6,1873.5,1861.3,1966.7,1955.6,1943.7,1823.0,
Renewable hydropower,Mali,Electricity capacity (MW),52.7,52.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,183.7,183.7,183.7,183.7,183.7,183.7
Renewable hydropower,Mali,Electricity generation (GWh),245.0,360.0,480.0,630.0,612.8,643.5,667.9,758.5,744.2,679.4,695.1,727.0,783.3,959.4,997.1,1012.4,1102.4,1130.0,
Renewable hydropower,Mauritania,Electricity capacity (MW),0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,48.0,48.0,48.0,48.0,48.0,48.0
Renewable hydropower,Mauritania,Electricity generation (GWh),0.0,0.0,114.3,114.3,114.3,114.3,114.3,114.3,114.3,112.0,116.0,127.0,138.0,174.0,183.0,182.9,182.9,240.0,
Renewable hydropower,Mauritius,Electricity capacity (MW),59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.8,59.8,59.7,60.7,60.7,60.7,60.7,60.7,60.7
Renewable hydropower,Mauritius,Electricity generation (GWh),95.3,70.4,85.6,117.7,122.3,114.9,76.6,83.9,108.0,122.4,100.7,56.5,74.1,94.8,90.8,121.9,99.5,89.8,
Renewable hydropower,Mayotte,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Mayotte,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Morocco,Electricity capacity (MW),1166.6,1166.6,1166.6,1265.1,1265.3,1265.3,1265.3,1265.3,1265.3,1285.3,1305.5,1305.5,1305.5,1305.5,1305.5,1305.5,1305.5,1305.5,1305.5
Renewable hydropower,Morocco,Electricity generation (GWh),710.6,862.3,842.0,1441.1,1591.3,964.6,982.8,901.8,915.8,2568.5,3467.8,2005.4,1631.0,2785.0,1637.4,1885.3,1255.7,1158.5,
Renewable hydropower,Mozambique,Electricity capacity (MW),2183.8,2183.8,2137.1,2137.1,2137.1,2164.6,2183.8,2150.8,2183.8,2183.8,2183.8,2183.8,2185.6,2185.8,2186.4,2186.6,2186.6,2203.6,2203.6
Renewable hydropower,Mozambique,Electricity generation (GWh),8836.0,11841.0,12674.0,10870.0,11668.0,13264.0,14717.0,16063.0,15114.0,16950.0,16641.0,16482.4,14859.4,14655.5,16184.6,17091.0,15612.4,14064.5,
Renewable hydropower,Namibia,Electricity capacity (MW),240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,330.0,330.0,330.0,330.0,347.0,347.0,347.0
Renewable hydropower,Namibia,Electricity generation (GWh),1309.0,1319.0,1459.0,1434.0,1518.0,1627.5,1584.5,1572.5,1531.0,1397.5,1367.5,1536.5,1487.0,1414.5,1517.0,1478.5,1540.5,1412.5,
Renewable hydropower,Niger,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Niger,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Nigeria,Electricity capacity (MW),2080.4,2080.4,2080.4,2080.4,2080.4,2080.4,2080.4,2080.4,2080.4,2080.4,2080.4,2110.4,2110.4,2110.4,2110.4,2110.8,2110.8,2110.8,2110.8
Renewable hydropower,Nigeria,Electricity generation (GWh),6441.6,6193.5,6390.5,7752.8,8086.9,13070.2,10590.9,7776.0,7443.0,7439.0,7192.0,5227.1,5306.7,6121.7,6143.7,6423.3,8150.4,7746.8,
Renewable hydropower,Reunion,Electricity capacity (MW),120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,133.4,133.4,133.4,133.6,133.6,133.6,133.2,133.2,133.2
Renewable hydropower,Reunion,Electricity generation (GWh),560.0,500.0,594.0,630.0,577.0,510.0,576.0,658.0,632.0,531.0,541.5,401.7,488.0,557.0,425.8,496.3,464.5,422.3,
Renewable hydropower,Rwanda,Electricity capacity (MW),40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.1,40.1,40.3,49.6,55.2,56.5,60.1,66.3,94.3,98.3,98.8,98.8
Renewable hydropower,Rwanda,Electricity generation (GWh),105.0,89.3,98.2,117.6,84.3,99.2,127.0,122.3,156.6,160.8,190.0,221.9,269.8,240.5,291.2,324.7,302.3,303.0,
Renewable hydropower,Saint Helena,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Saint Helena,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Sao Tome Prn,Electricity capacity (MW),2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
Renewable hydropower,Sao Tome Prn,Electricity generation (GWh),6.8,4.8,6.1,7.9,6.2,4.2,3.8,7.6,7.7,7.3,4.8,6.0,6.4,5.9,5.9,5.9,5.9,5.9,
Renewable hydropower,Senegal,Electricity capacity (MW),60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,75.0,75.0,75.0,75.0,75.0
Renewable hydropower,Senegal,Electricity generation (GWh),190.0,190.0,193.9,337.2,293.1,267.0,234.0,181.0,229.0,239.0,253.0,257.0,290.0,308.5,318.1,333.2,360.1,332.2,
Renewable hydropower,Seychelles,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Seychelles,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Sierra Leone,Electricity capacity (MW),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,29.0,29.0,54.0,54.0,54.3,54.3,56.3,56.3,56.3,60.9,60.9
Renewable hydropower,Sierra Leone,Electricity generation (GWh),16.0,15.0,16.0,16.0,17.0,19.0,8.0,7.0,9.0,50.0,149.0,153.0,118.5,105.5,179.0,189.5,219.9,238.1,
Renewable hydropower,Somalia,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Somalia,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,South Africa,Electricity capacity (MW),1006.7,1041.7,1041.7,1341.7,702.7,702.7,702.7,702.7,702.8,720.8,734.8,735.1,735.1,735.1,732.2,747.2,747.2,747.2,747.2
Renewable hydropower,South Africa,Electricity generation (GWh),1899.7,2301.2,1190.2,752.4,875.4,1099.7,2135.7,1192.2,1017.6,1244.4,1806.9,1937.3,1303.0,1065.5,916.8,748.3,625.8,696.0,
Renewable hydropower,South Sudan,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,South Sudan,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Sudan,Electricity capacity (MW),312.8,312.8,312.8,312.8,312.8,343.2,343.2,343.2,343.2,1593.2,1593.2,1593.2,1593.2,1593.2,1593.2,1593.2,1593.2,1928.2,1928.2
Renewable hydropower,Sudan,Electricity generation (GWh),1183.0,1236.0,1287.0,1163.0,1107.0,1261.0,1370.0,1451.0,1463.0,3228.0,6202.0,6467.0,6619.0,8317.0,8913.0,8420.0,8051.0,9346.9,
Renewable hydropower,Tanzania,Electricity capacity (MW),581.3,581.3,581.3,581.3,581.3,566.2,566.3,566.3,566.3,567.1,567.3,567.3,570.6,570.6,570.6,576.4,576.4,583.1,583.1
Renewable hydropower,Tanzania,Electricity generation (GWh),2163.3,2624.2,2742.2,2569.7,2030.7,1794.5,1449.8,2536.3,2673.9,2664.8,2727.7,2012.2,1794.1,1744.1,2631.3,2162.4,2444.1,2433.5,
Renewable hydropower,Togo,Electricity capacity (MW),67.4,67.4,67.4,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
Renewable hydropower,Togo,Electricity generation (GWh),90.0,91.8,92.0,235.9,235.9,235.9,172.0,180.0,174.0,219.0,185.0,201.6,165.1,74.0,120.0,56.4,204.0,204.0,
Renewable hydropower,Tunisia,Electricity capacity (MW),63.8,63.8,63.8,65.0,65.0,65.0,65.0,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6
Renewable hydropower,Tunisia,Electricity generation (GWh),64.0,54.0,64.0,166.0,153.5,14.5,91.7,48.6,37.9,78.9,50.1,53.7,109.6,60.1,55.9,70.0,45.0,17.0,
Renewable hydropower,Uganda,Electricity capacity (MW),260.0,260.0,300.0,300.0,300.0,300.0,314.9,314.9,314.9,327.9,432.4,432.4,582.4,691.5,695.0,695.0,695.0,708.4,723.4
Renewable hydropower,Uganda,Electricity generation (GWh),1575.4,1576.4,1701.4,1756.2,1893.8,1639.6,1191.1,1294.6,1405.0,1281.2,1426.2,1624.9,2527.6,3276.8,3254.7,3295.6,3299.3,3457.5,
Renewable hydropower,Westn Sahara,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Westn Sahara,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Zambia,Electricity capacity (MW),1789.9,1789.9,1789.9,1729.9,1729.9,1729.9,1729.9,1670.6,1670.6,1678.6,1892.6,1892.6,1899.6,2259.6,2259.6,2268.4,2388.4,2398.4,2398.4
Renewable hydropower,Zambia,Electricity generation (GWh),7797.6,8980.5,8299.0,8309.3,8060.3,8714.6,9830.6,9884.4,9830.2,10547.2,10826.9,11875.2,12351.9,13282.9,14044.1,13037.2,11026.6,12472.9,
Renewable hydropower,Zimbabwe,Electricity capacity (MW),668.3,668.3,668.3,668.3,668.3,668.3,668.3,668.3,752.3,752.3,753.4,753.4,753.4,758.3,758.4,773.4,777.2,781.1,1081.1
Renewable hydropower,Zimbabwe,Electricity generation (GWh),3208.0,3008.0,3808.0,5308.0,5508.0,4908.0,5318.0,5391.0,5716.0,5466.0,5807.3,5211.6,5398.6,5003.8,5439.4,4997.6,2624.1,3975.5,
Renewable hydropower,Asia,Electricity capacity (MW),161224.3,170954.3,174624.9,187571.7,201045.1,215581.8,230653.7,248060.7,273084.5,296231.5,317578.4,338415.5,358980.7,394726.4,421710.2,440995.0,453141.9,465543.3,478601.9
Renewable hydropower,Asia,Electricity generation (GWh),514384.5,570381.2,576214.0,593597.5,677441.8,719087.9,797521.3,842462.6,953313.7,974249.8,1103180.8,1108963.4,1300959.8,1364678.8,1525892.4,1576364.0,1637409.3,1642937.8,
Renewable hydropower,Afghanistan,Electricity capacity (MW),191.5,191.5,191.5,191.6,191.7,192.6,195.6,196.5,207.7,212.9,241.4,244.8,273.2,276.7,280.1,283.6,329.0,333.0,333.0
Renewable hydropower,Afghanistan,Electricity generation (GWh),457.9,457.9,457.9,458.3,458.7,461.6,660.0,691.8,591.9,753.8,803.1,682.3,736.1,854.8,967.7,1000.6,1024.9,1048.7,
Renewable hydropower,Bangladesh,Electricity capacity (MW),230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,220.0,220.0,230.0,230.0,230.0,230.0,230.0,230.0
Renewable hydropower,Bangladesh,Electricity generation (GWh),1389.0,1293.0,1226.0,1126.0,1066.0,993.0,946.0,749.0,708.5,591.5,824.7,846.0,857.0,760.4,591.6,782.4,995.8,1029.3,
Renewable hydropower,Bhutan,Electricity capacity (MW),344.4,359.5,413.6,428.6,428.6,468.6,468.1,1488.2,1488.2,1488.1,1488.1,1488.1,1488.1,1488.1,1488.1,1614.1,1614.1,1614.1,1614.3
Renewable hydropower,Bhutan,Electricity generation (GWh),1967.9,1932.0,2129.3,2363.1,2439.9,2499.5,3582.2,5540.5,6761.4,6978.9,6997.3,7066.2,6823.4,7549.5,7164.2,7747.2,7952.9,7728.4,
Renewable hydropower,Brunei Darsm,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Brunei Darsm,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Cambodia,Electricity capacity (MW),10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.4,13.4,13.3,207.1,225.4,683.4,929.4,929.7,930.0,979.7,1279.7
Renewable hydropower,Cambodia,Electricity generation (GWh),40.0,30.0,29.1,40.5,28.4,43.5,50.6,49.7,46.3,47.4,31.7,51.5,517.4,1015.5,1851.6,2159.6,2568.0,2711.1,
Renewable hydropower,China,Electricity capacity (MW),74352.0,77700.0,81070.0,89896.0,100242.0,111790.0,124090.0,139285.0,162403.9,182590.2,199127.2,214597.5,229138.0,258907.5,282750.0,296500.0,305380.5,314384.9,322871.4
Renewable hydropower,China,Electricity generation (GWh),219782.0,274802.0,285342.0,281052.0,350912.0,394076.6,432531.3,480558.5,579828.9,608439.3,711370.0,688050.0,862797.0,909610.0,1051150.0,1114515.0,1162589.0,1157087.0,
Renewable hydropower,China HK SAR,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,China HK SAR,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,China Mac SAR,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,China Mac SAR,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Chinese Taipei,Electricity capacity (MW),1820.0,1820.0,1908.8,1908.8,1909.7,1909.7,1909.7,1921.2,1937.9,1936.9,1977.4,2040.7,2081.4,2081.4,2081.4,2089.4,2089.4,2089.4,2089.4
Renewable hydropower,Chinese Taipei,Electricity generation (GWh),4560.0,5090.3,2778.9,3034.5,3209.9,3986.2,4088.4,4417.5,4305.1,3748.3,4194.1,3999.7,5669.6,5422.9,4317.9,4470.1,6562.0,5446.8,
Renewable hydropower,India,Electricity capacity (MW),23711.0,24683.5,24735.0,27179.2,28619.7,30956.5,33045.2,33995.8,34700.0,34762.0,35865.6,37631.1,38249.8,39387.7,40621.0,42317.4,42826.9,44734.6,45280.3
Renewable hydropower,India,Electricity generation (GWh),73485.4,73293.8,70306.5,65915.6,76057.8,87011.7,105042.0,114798.2,117388.2,108734.9,107176.0,119723.7,128144.6,121004.0,135864.8,130562.4,125211.3,126410.8,
Renewable hydropower,Indonesia,Electricity capacity (MW),4202.1,3115.8,3158.7,3171.8,3203.9,3415.5,3724.1,3699.9,3703.2,3708.1,3741.1,3953.2,4156.0,5177.1,5242.1,5275.1,5397.2,5465.0,5561.5
Renewable hydropower,Indonesia,Electricity generation (GWh),10022.7,11666.9,9944.1,9110.1,9686.8,10739.5,9635.8,11302.3,11545.7,11403.6,17489.4,12446.6,12828.5,16960.7,15198.9,13778.7,18728.5,18682.8,
Renewable hydropower,Japan,Electricity capacity (MW),22019.0,27348.0,27424.0,27732.0,27759.0,27842.0,27909.0,27534.0,27562.0,27494.0,27987.0,27770.0,27815.0,27813.0,27873.0,28111.0,28193.0,28120.0,28120.0
Renewable hydropower,Japan,Electricity generation (GWh),84048.0,81154.0,80871.0,94734.0,93423.0,76925.0,88568.0,73823.0,77172.0,78566.0,83801.0,84918.0,76529.0,79391.0,83532.0,87118.0,78585.0,82854.0,
Renewable hydropower,Kazakhstan,Electricity capacity (MW),2333.0,2335.3,2339.9,2343.3,2343.3,2343.3,2343.3,2343.3,2352.7,2357.1,2363.9,2513.9,2663.9,2675.4,2675.4,2677.6,2695.6,2726.5,2755.9
Renewable hydropower,Kazakhstan,Electricity generation (GWh),7531.0,8081.0,8890.0,8600.0,8000.0,7900.0,7700.0,8200.0,7400.0,6800.0,8022.0,7900.0,7600.0,7731.0,8262.8,9269.2,11620.8,11210.2,
