Technology,Country/area,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Renewable hydropower,Korea DPR,Electricity capacity (MW),4592.0,4792.0,4812.0,4812.0,4812.0,4812.0,4812.0,4942.0,4487.0,3918.0,3958.0,3960.0,4260.0,4283.0,4293.0,4467.0,4701.0,4761.0,4761.0
Renewable hydropower,Korea DPR,Electricity generation (GWh),10200.0,10600.0,10620.0,11720.0,12500.0,13132.0,12620.0,13280.0,14068.0,12500.0,13400.0,13200.0,13500.0,13702.0,13649.6,10000.0,12800.0,11900.0,
Renewable hydropower,Korea Rep,Electricity capacity (MW),1549.0,1614.0,1576.0,1577.0,1579.0,1583.0,1585.0,1592.0,1605.0,1615.0,1625.0,1718.0,1747.0,1752.0,1767.0,1771.0,1785.0,1789.0,1789.0
Renewable hydropower,Korea Rep,Electricity generation (GWh),4010.0,4151.0,3233.0,4902.0,4330.0,3673.0,3468.0,3631.0,3070.0,2813.0,3682.0,4598.0,3969.0,4289.0,2752.0,2146.0,2847.0,2820.0,
Renewable hydropower,Kyrgyzstan,Electricity capacity (MW),2943.4,2943.4,2943.4,2943.4,2943.4,2943.4,2943.4,2944.2,2944.2,2944.2,3064.2,3071.5,3071.5,3571.5,3670.9,3676.5,3676.8,3688.6,3688.6
Renewable hydropower,Kyrgyzstan,Electricity generation (GWh),13682.0,12430.0,10787.0,13004.0,14094.3,13980.4,13652.5,14004.1,10759.1,10098.0,11254.6,14309.1,14179.0,13096.7,13297.6,11092.7,11497.8,14191.0,
Renewable hydropower,Lao PDR,Electricity capacity (MW),641.6,642.8,643.0,643.2,643.4,684.8,684.8,684.8,684.8,1835.8,2550.8,2555.5,2964.5,2970.0,3253.8,4355.2,4813.4,5005.6,5071.6
Renewable hydropower,Lao PDR,Electricity generation (GWh),3687.7,3640.0,3477.6,3186.5,3355.5,3520.2,3606.5,3384.1,3728.6,3388.9,8457.3,12991.9,12768.9,15898.1,16072.5,16305.7,17999.5,19857.9,
Renewable hydropower,Malaysia,Electricity capacity (MW),2080.0,2067.0,2104.0,2104.0,2104.0,2059.0,2106.0,2106.0,2112.6,2117.6,2129.6,3115.6,3443.6,4523.6,4762.0,5742.6,6128.6,6128.6,6148.6
Renewable hydropower,Malaysia,Electricity generation (GWh),6966.0,7059.0,5303.0,5059.0,5827.0,5187.0,6443.0,6490.0,7466.1,6676.1,6280.2,7629.2,9060.2,11665.2,13398.8,15654.8,20836.8,21894.8,
Renewable hydropower,Maldives,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Maldives,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Mongolia,Electricity capacity (MW),15.0,16.1,16.1,16.2,16.2,16.8,17.8,17.8,17.8,18.0,29.0,29.0,29.0,29.0,29.0,29.0,31.2,31.2,31.2
Renewable hydropower,Mongolia,Electricity generation (GWh),3.9,5.4,5.4,5.4,5.4,5.4,5.4,5.4,6.4,21.4,36.9,54.6,53.8,61.4,67.8,61.3,86.7,86.5,
Renewable hydropower,Myanmar,Electricity capacity (MW),369.2,369.2,399.2,399.2,564.2,754.2,756.2,781.3,1211.4,1465.4,1939.2,2570.5,2704.5,2864.6,2916.8,3080.5,3110.5,3262.1,3262.1
Renewable hydropower,Myanmar,Electricity generation (GWh),1896.7,2013.0,2115.8,2079.6,2412.5,3005.6,3329.4,3623.5,4076.2,5261.5,6193.7,7549.4,7771.6,11315.8,10298.0,10639.1,12126.4,12126.4,
Renewable hydropower,Nepal,Electricity capacity (MW),281.6,402.3,408.0,560.5,570.2,573.6,577.6,583.7,592.6,687.6,697.5,704.4,709.1,743.8,759.4,813.6,834.0,939.1,1059.0
Renewable hydropower,Nepal,Electricity generation (GWh),1640.3,1819.5,2081.8,2245.8,2393.3,2560.7,2733.5,2875.5,2906.5,2863.4,3076.5,3471.1,3639.2,3608.5,3719.9,3690.3,3931.4,4531.4,
Renewable hydropower,Pakistan,Electricity capacity (MW),4960.3,5098.3,5098.3,5679.3,6549.3,6550.7,6536.7,6555.0,6653.2,6657.4,6734.4,6737.4,6776.9,7087.9,7217.9,7217.9,7247.8,7399.6,9899.6
Renewable hydropower,Pakistan,Electricity generation (GWh),18275.7,18159.6,20705.4,24916.1,26576.4,28265.5,31401.3,30307.2,28431.9,28362.0,30289.7,30368.3,29403.0,31204.5,32471.3,33490.0,33247.6,32147.9,
Renewable hydropower,Philippines,Electricity capacity (MW),2105.9,2182.9,2348.5,2783.5,2783.5,2783.5,2783.5,2783.5,2786.0,2786.0,2833.2,2839.3,2849.4,2849.4,2864.4,2881.4,2890.5,2891.0,2965.0
Renewable hydropower,Philippines,Electricity generation (GWh),7799.0,7104.0,7033.0,7869.8,8592.7,8386.8,9939.4,8563.4,9842.5,9787.6,7803.4,9697.5,10252.1,10019.3,9137.3,8665.1,8110.9,9610.8,
Renewable hydropower,Singapore,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Singapore,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Sri Lanka,Electricity capacity (MW),1153.2,1164.5,1175.2,1250.5,1284.6,1295.0,1317.8,1324.6,1345.6,1382.1,1387.5,1405.9,1589.9,1622.0,1670.0,1689.4,1727.8,1737.8,1740.8
Renewable hydropower,Sri Lanka,Electricity generation (GWh),3205.0,3117.5,2700.0,3317.7,2969.1,3461.5,4644.6,3956.4,4143.0,3888.7,5641.3,4626.0,3299.4,6913.4,6249.5,5976.5,4227.5,4011.5,
Renewable hydropower,Tajikistan,Electricity capacity (MW),4061.0,4061.0,4061.0,4061.0,4061.0,4116.2,4116.2,4116.2,4116.2,4802.6,4802.1,4809.5,4811.4,4814.4,5034.6,5033.1,5038.8,5038.8,5632.5
Renewable hydropower,Tajikistan,Electricity generation (GWh),14060.0,14200.0,15200.0,16400.0,16339.0,16967.5,16700.0,17114.0,15800.0,15900.0,16400.0,16200.0,16900.0,17071.0,16312.0,16900.0,16802.9,17312.1,
Renewable hydropower,Thailand,Electricity capacity (MW),2388.0,2401.0,1841.0,1878.0,2381.0,2381.0,2381.0,2381.0,2386.0,2393.0,2393.0,2405.0,2413.4,2429.3,2469.2,2542.1,2543.9,2543.9,2572.4
Renewable hydropower,Thailand,Electricity generation (GWh),6026.0,6303.0,7471.0,7299.0,6040.0,5798.0,8125.0,8114.0,7113.0,7148.0,5537.0,8163.0,8640.7,5611.1,5323.0,3878.0,3651.0,4833.0,
Renewable hydropower,Timor Leste,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Renewable hydropower,Timor Leste,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,
Renewable hydropower,Turkmenistan,Electricity capacity (MW),1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Renewable hydropower,Turkmenistan,Electricity generation (GWh),3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,
Renewable hydropower,Uzbekistan,Electricity capacity (MW),1596.0,1596.0,1596.0,1599.0,1599.0,1599.0,1599.0,1630.0,1630.0,1630.0,1746.0,1746.0,1746.0,1746.0,1761.0,1761.0,1793.9,1838.9,1854.0
Renewable hydropower,Uzbekistan,Electricity generation (GWh),5879.0,5959.0,6186.0,7620.0,9010.0,8630.0,9160.0,6400.0,11360.0,9330.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,
Renewable hydropower,Viet Nam,Electricity capacity (MW),3273.9,3809.0,4118.4,4170.3,4212.1,4267.1,4507.5,4910.6,5911.7,7184.8,8652.5,10080.0,13552.0,14718.0,15069.0,15905.4,17131.4,17809.4,17989.4
Renewable hydropower,Viet Nam,Electricity generation (GWh),13766.1,16016.1,17317.0,17535.3,17711.0,17874.5,18885.3,20580.3,24789.7,30142.8,36314.2,42316.6,56915.6,61818.4,66137.2,58356.8,65301.0,65301.0,
Renewable hydropower,C America + Carib,Electricity capacity (MW),4044.8,4048.8,4256.3,4459.7,4545.5,4675.7,4870.2,5035.4,5098.6,5149.9,5362.9,5917.1,6213.1,6381.8,6631.3,6957.4,7725.5,7880.7,8195.9
Renewable hydropower,C America + Carib,Electricity generation (GWh),17046.6,15079.3,16232.4,16654.8,18253.1,19693.7,20427.2,20203.6,22099.8,20947.9,23217.3,22955.6,24735.5,24310.4,23383.4,23809.7,24819.2,29892.3,
Renewable hydropower,Anguilla,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Anguilla,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Antigua Barb,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Antigua Barb,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Aruba,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Aruba,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Bahamas,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Bahamas,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Barbados,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Barbados,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Belize,Electricity capacity (MW),25.0,25.0,25.0,25.0,25.0,32.0,35.3,35.3,35.3,35.3,35.3,53.3,53.3,53.3,54.3,54.3,54.3,54.3,54.3
Renewable hydropower,Belize,Electricity generation (GWh),54.2,73.0,70.5,48.9,50.5,70.4,183.2,182.9,210.8,193.5,263.2,244.6,208.6,258.6,256.3,235.9,260.5,282.2,
Renewable hydropower,BES Islands,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,BES Islands,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Br Virgin Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Br Virgin Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Cayman Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Cayman Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Costa Rica,Electricity capacity (MW),1225.5,1225.5,1271.0,1295.6,1303.6,1303.6,1411.5,1500.4,1524.3,1510.2,1553.2,1643.9,1700.4,1725.3,1834.2,1935.4,2328.1,2328.1,2372.6
Renewable hydropower,Costa Rica,Electricity generation (GWh),5684.1,5649.6,5963.9,6015.6,6497.1,6559.9,6594.6,6770.6,7383.5,7224.5,7261.7,7134.6,7233.2,6851.0,6717.2,8066.6,8025.9,8677.0,
Renewable hydropower,Cuba,Electricity capacity (MW),57.4,57.4,57.4,57.4,58.5,48.2,48.2,40.9,60.1,57.9,62.5,65.0,62.1,62.8,62.8,62.8,65.9,65.9,65.9
Renewable hydropower,Cuba,Electricity generation (GWh),89.0,75.0,106.4,127.7,87.6,67.7,93.5,121.4,138.3,150.8,96.6,99.2,110.9,127.3,104.1,48.3,64.2,82.6,
Renewable hydropower,Curacao,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Curacao,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Dominica,Electricity capacity (MW),7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,4.8,4.8,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Renewable hydropower,Dominica,Electricity generation (GWh),31.6,27.0,35.9,28.5,33.7,27.9,27.8,21.9,20.6,23.2,23.1,35.8,26.7,36.7,30.6,24.4,36.4,33.2,
Renewable hydropower,Dominican Rep,Electricity capacity (MW),454.0,463.8,463.8,464.5,464.5,464.5,465.4,465.4,468.6,523.6,523.6,523.7,613.4,613.7,616.9,617.1,617.2,617.4,617.4
Renewable hydropower,Dominican Rep,Electricity generation (GWh),933.7,738.1,972.8,1373.8,1581.7,1896.6,1764.4,1680.3,1382.7,1453.9,1417.0,1514.6,1784.5,1874.6,1270.9,945.2,1518.8,2196.4,
Renewable hydropower,El Salvador,Electricity capacity (MW),394.7,395.8,410.8,429.7,429.7,461.0,472.8,483.9,485.9,485.9,486.7,486.7,486.9,487.6,490.3,497.4,480.2,573.6,574.5
Renewable hydropower,El Salvador,Electricity generation (GWh),1175.2,1163.8,1139.1,1465.7,1387.6,1669.3,1961.6,1738.8,2038.4,1505.0,2083.6,2011.2,1846.6,1789.5,1788.6,1430.9,1342.6,1705.0,
Renewable hydropower,Grenada,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Grenada,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Guadeloupe,Electricity capacity (MW),7.0,7.0,7.7,7.8,8.2,8.2,8.4,8.4,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,11.0,11.0
Renewable hydropower,Guadeloupe,Electricity generation (GWh),10.1,7.8,16.8,15.5,25.9,23.9,18.8,19.5,21.0,21.1,15.5,14.7,13.9,19.2,26.8,21.1,34.1,38.0,
Renewable hydropower,Guatemala,Electricity capacity (MW),532.7,526.3,559.9,585.8,641.1,701.0,742.7,775.7,776.4,778.4,884.7,902.3,986.0,996.6,1000.7,1087.0,1392.3,1437.7,1621.4
Renewable hydropower,Guatemala,Electricity generation (GWh),2673.9,2264.3,2110.1,2176.6,2547.2,2920.3,3245.5,2985.5,3624.8,2892.9,3767.0,4094.2,4434.8,4630.7,4825.2,3851.8,3951.3,5765.3,
Renewable hydropower,Haiti,Electricity capacity (MW),56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,77.9
Renewable hydropower,Haiti,Electricity generation (GWh),283.0,283.0,260.0,255.0,260.0,265.0,271.0,154.0,181.0,207.0,177.0,121.0,221.0,141.0,90.0,83.0,71.0,71.0,
Renewable hydropower,Honduras,Electricity capacity (MW),435.2,435.2,464.0,465.2,473.2,477.4,501.2,518.0,520.2,520.2,524.7,534.5,536.1,622.8,622.8,635.2,670.5,675.9,705.9
Renewable hydropower,Honduras,Electricity generation (GWh),2262.3,1904.0,1610.3,1740.6,1401.3,1717.8,2069.8,2214.2,2291.2,2796.8,3080.3,2815.1,2786.7,2739.2,2602.3,2340.0,2349.5,3088.1,
Renewable hydropower,Jamaica,Electricity capacity (MW),23.1,22.6,21.5,21.5,21.6,21.6,22.0,22.0,22.0,22.8,22.8,22.8,22.8,30.0,30.0,30.0,30.0,30.0,30.0
Renewable hydropower,Jamaica,Electricity generation (GWh),78.4,60.1,105.0,146.0,134.0,151.3,166.3,159.8,158.2,140.1,151.7,152.2,150.7,124.3,136.0,129.0,118.7,154.2,
Renewable hydropower,Martinique,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Martinique,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Montserrat,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Montserrat,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Nicaragua,Electricity capacity (MW),107.8,107.8,104.6,104.6,104.7,104.6,104.6,105.3,105.3,105.3,105.3,105.3,105.7,120.1,120.1,137.6,142.5,142.5,142.5
Renewable hydropower,Nicaragua,Electricity generation (GWh),209.6,196.8,303.8,298.0,321.5,433.6,308.1,306.6,534.5,296.7,503.2,443.7,418.6,456.1,395.9,295.1,426.7,468.8,
Renewable hydropower,Panama,Electricity capacity (MW),613.1,613.1,701.0,833.0,846.0,846.0,846.5,846.5,869.0,878.9,936.9,1352.4,1469.1,1493.8,1623.4,1724.7,1768.7,1777.3,1811.7
Renewable hydropower,Panama,Electricity generation (GWh),3418.0,2499.2,3400.7,2823.4,3778.5,3723.7,3579.9,3706.0,3971.7,3896.8,4193.9,4098.2,5388.2,5154.3,5033.8,6256.6,6522.5,7253.5,
Renewable hydropower,Puerto Rico,Electricity capacity (MW),99.8,99.8,100.0,100.0,99.8,138.0,142.0,164.0,156.0,156.0,150.0,150.0,100.0,98.6,98.6,98.6,98.6,98.6,98.6
Renewable hydropower,Puerto Rico,Electricity generation (GWh),119.5,119.5,115.0,119.5,119.5,140.4,119.5,119.5,119.5,119.5,158.9,145.7,86.4,83.1,81.0,55.8,71.0,51.0,
Renewable hydropower,St Barth,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Barth,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Kitts Nevis,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Kitts Nevis,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Lucia,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Lucia,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Maarten,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Maarten,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Martin,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Martin,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,St Vincent Gren,Electricity capacity (MW),5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Renewable hydropower,St Vincent Gren,Electricity generation (GWh),24.0,18.0,22.0,20.0,27.0,26.0,23.2,22.7,23.7,26.1,24.5,30.9,24.7,24.7,24.7,26.0,26.0,26.0,
Renewable hydropower,Trinidad Tobago,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Trinidad Tobago,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Turks Caicos,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Turks Caicos,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,US Virgin Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,US Virgin Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Eurasia,Electricity capacity (MW),58724.3,59556.1,60404.1,61176.4,61476.3,61969.1,62461.5,63664.2,64378.6,65317.7,66736.6,68114.9,72685.3,76148.0,78384.0,80916.7,81813.2,85442.7,86691.6
Renewable hydropower,Eurasia,Electricity generation (GWh),202666.8,204787.3,205365.2,201094.7,231555.0,221929.9,226149.5,222769.4,207792.9,220955.3,232747.4,230130.4,234089.4,251058.8,225993.6,247507.7,264510.8,256457.6,
Renewable hydropower,Armenia,Electricity capacity (MW),1024.2,1012.5,1165.5,1169.8,1023.7,1026.7,1055.9,1066.3,1079.4,1093.9,1123.2,1148.3,1249.2,1289.0,1298.1,1286.7,1310.6,1326.8,1333.0
Renewable hydropower,Armenia,Electricity generation (GWh),1261.1,967.7,1657.5,1981.9,2013.6,1772.9,1822.7,1852.5,1797.0,2019.4,2556.1,2488.7,2311.0,2173.4,1992.6,2205.6,2351.4,2269.1,
Renewable hydropower,Azerbaijan,Electricity capacity (MW),922.0,933.0,934.0,970.0,970.0,970.0,1025.0,1025.0,1025.0,987.0,995.0,998.0,1023.0,1084.0,1078.0,1103.0,1105.0,1106.4,1248.8
Renewable hydropower,Azerbaijan,Electricity generation (GWh),1534.0,1301.0,2020.0,2469.0,2755.0,3009.0,2518.0,2364.1,2232.2,2308.4,3446.3,2675.8,1821.0,1490.7,1300.0,1637.5,1959.3,1746.4,
Renewable hydropower,Georgia,Electricity capacity (MW),2560.7,2560.7,2560.7,2560.7,2560.7,2560.7,2584.7,2704.0,2713.3,2718.2,2702.4,2703.4,2709.9,2733.8,2871.7,2877.0,2915.6,3157.9,3239.9
Renewable hydropower,Georgia,Electricity generation (GWh),5881.3,5535.4,6711.5,6497.2,6027.8,6030.4,5401.6,6831.2,7169.0,7417.0,9374.9,7892.5,7220.5,8271.2,8335.3,8453.8,9329.2,9210.4,
Renewable hydropower,Russian Fed,Electricity capacity (MW),43042.4,43376.9,43502.9,43896.9,44276.9,44505.7,44732.9,45473.9,45731.9,45965.6,46085.0,46128.2,48094.2,48752.2,49493.2,49782.0,49801.0,52578.5,52578.5
Renewable hydropower,Russian Fed,Electricity generation (GWh),163111.4,172973.2,161293.2,154816.6,174674.6,171557.0,172163.0,175870.8,163324.9,173252.1,165574.6,164734.8,164871.9,179703.0,173721.0,168065.2,183640.0,185013.2,
Renewable hydropower,Turkey,Electricity capacity (MW),11175.0,11673.0,12241.0,12579.0,12645.0,12906.0,13063.0,13395.0,13829.0,14553.0,15831.0,17137.0,19609.0,22289.0,23643.0,25868.0,26681.0,27273.1,28291.4
Renewable hydropower,Turkey,Electricity generation (GWh),30879.0,24010.0,33683.0,35330.0,46084.0,39560.6,44244.2,35850.8,33269.8,35958.4,51795.4,52338.6,57865.0,59420.5,40644.7,67145.6,67230.9,58218.5,
Renewable hydropower,Europe,Electricity capacity (MW),168677.3,168651.3,169206.1,169954.1,171423.5,173304.9,173743.6,175436.2,176895.8,177814.7,179313.3,181057.7,182287.2,184182.1,184432.5,186085.2,189655.1,191234.7,192326.5
Renewable hydropower,Europe,Electricity generation (GWh),574466.0,579444.7,520277.3,485656.0,514619.3,526454.9,512213.8,521085.4,552444.7,546492.3,588330.7,509145.5,561307.2,595194.5,596239.4,562500.5,578522.1,520536.2,
Renewable hydropower,Albania,Electricity capacity (MW),1453.0,1453.0,1453.0,1453.0,1453.0,1453.0,1453.0,1455.0,1457.0,1459.0,1475.0,1508.0,1628.0,1781.0,1725.0,1798.0,2011.0,2047.0,2132.0
Renewable hydropower,Albania,Electricity generation (GWh),4594.0,3555.0,3512.0,4885.0,5466.0,5373.0,5431.0,2788.0,3797.0,5201.0,7567.0,4132.0,4725.0,6959.0,4724.4,5895.0,7781.7,4525.0,
Renewable hydropower,Andorra,Electricity capacity (MW),30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
Renewable hydropower,Andorra,Electricity generation (GWh),80.0,80.0,80.0,80.0,93.0,84.0,70.0,57.0,63.0,62.0,100.0,78.9,76.2,101.8,113.4,85.7,84.4,85.1,
Renewable hydropower,Austria,Electricity capacity (MW),11613.0,11640.0,11504.0,11545.0,11578.0,11633.0,11649.7,11810.7,12263.2,12446.1,12707.1,12980.8,13077.7,13148.3,13290.2,13374.7,14116.3,14149.9,14193.5
Renewable hydropower,Austria,Electricity generation (GWh),41835.4,40455.4,40226.9,33215.4,36762.1,37095.1,35656.1,37054.5,38329.5,40896.3,38363.4,34239.1,43802.1,42046.5,41009.8,37090.5,39902.3,38369.8,
Renewable hydropower,Belarus,Electricity capacity (MW),10.2,10.4,11.2,11.2,11.5,11.8,11.9,12.4,12.9,13.3,13.8,14.3,31.6,32.1,32.8,33.5,73.6,95.4,95.4
Renewable hydropower,Belarus,Electricity generation (GWh),27.0,30.0,29.0,28.0,33.0,36.0,35.0,35.0,39.0,44.0,45.0,42.0,70.0,138.0,121.0,107.2,141.9,405.0,
Renewable hydropower,Belgium,Electricity capacity (MW),103.0,111.0,111.0,110.0,115.0,105.0,107.0,110.0,111.0,110.0,118.0,119.0,120.0,119.0,121.0,112.0,115.0,113.0,114.0
Renewable hydropower,Belgium,Electricity generation (GWh),460.0,441.0,360.0,247.0,317.0,288.0,359.3,388.7,409.6,328.0,312.0,196.0,357.0,380.0,292.0,318.0,370.0,270.1,
Renewable hydropower,Bosnia Herzg,Electricity capacity (MW),1508.0,1508.0,1508.0,1508.0,1538.0,1538.0,1538.0,1538.0,1568.6,1568.6,1698.3,1700.0,1700.9,1701.8,1711.1,1716.9,1760.2,1791.0,1816.0
Renewable hydropower,Bosnia Herzg,Electricity generation (GWh),5094.0,5181.0,5268.0,4501.0,5979.0,5998.0,5835.0,3989.0,4867.0,6239.0,8026.0,4387.0,4149.0,7236.0,5935.0,5537.0,5595.0,4111.4,
Renewable hydropower,Bulgaria,Electricity capacity (MW),1016.0,841.0,1084.0,1651.0,1984.0,1984.0,1984.0,2012.0,2120.0,2137.0,2184.0,2244.0,2317.0,2339.0,2355.0,2355.0,2359.0,2507.6,2507.6
Renewable hydropower,Bulgaria,Electricity generation (GWh),2673.0,1737.0,2194.0,3029.0,3167.8,4336.9,4238.0,2874.0,2823.8,3469.7,5056.5,2916.9,3225.7,4080.1,4604.6,5660.5,3941.8,2828.1,
Renewable hydropower,Croatia,Electricity capacity (MW),2079.0,2079.0,2066.0,2076.0,2083.0,2060.0,2060.0,2075.0,2075.0,2092.0,2141.0,2141.0,2141.0,2190.0,2191.8,2206.8,2203.8,2204.7,2204.7
Renewable hydropower,Croatia,Electricity generation (GWh),6453.2,7180.5,5851.4,5458.1,7626.7,7035.5,6617.0,4699.8,5780.5,7408.4,9126.3,5032.8,4836.9,8622.0,9006.1,6390.6,6852.6,5307.4,
Renewable hydropower,Cyprus,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Cyprus,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Renewable hydropower,Czechia,Electricity capacity (MW),952.0,1000.0,1000.0,1004.0,1015.0,1020.0,1016.0,1024.0,1029.0,1037.0,1049.0,1050.0,1065.0,1080.0,1080.0,1088.0,1090.0,1092.7,1088.7
Renewable hydropower,Czechia,Electricity generation (GWh),1758.0,2054.0,2492.0,1383.0,2019.6,2380.0,2550.3,2089.4,2024.3,2429.7,2789.6,1963.0,2129.1,2734.5,1908.7,1794.8,2000.0,1869.5,
Renewable hydropower,Denmark,Electricity capacity (MW),10.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.9,9.4,9.2,9.2
Renewable hydropower,Denmark,Electricity generation (GWh),30.0,28.0,32.0,21.0,27.0,23.0,23.0,28.0,26.0,19.0,21.0,17.0,17.0,13.0,15.0,18.0,19.3,17.9,
Renewable hydropower,Estonia,Electricity capacity (MW),2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,8.0,8.0,5.0,6.0,6.0,7.3,7.3
Renewable hydropower,Estonia,Electricity generation (GWh),5.0,7.0,6.0,13.0,22.0,22.0,13.5,21.8,27.9,32.0,26.9,30.0,42.1,25.5,27.0,26.6,35.0,26.0,
Renewable hydropower,Faroe Islands,Electricity capacity (MW),31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,38.1,38.1,38.1,38.1,38.1,38.1,38.1
Renewable hydropower,Faroe Islands,Electricity generation (GWh),75.0,75.0,96.5,85.7,95.0,99.0,100.0,104.5,95.8,92.4,67.4,92.5,99.8,90.6,120.7,133.1,106.3,111.2,
Renewable hydropower,Finland,Electricity capacity (MW),2882.0,2926.0,2964.0,2966.0,2999.0,3035.0,3062.0,3102.0,3122.0,3145.0,3155.0,3196.0,3196.0,3224.0,3248.0,3249.0,3250.0,3272.0,3274.0
Renewable hydropower,Finland,Electricity generation (GWh),14660.0,13205.0,10776.0,9591.0,15069.6,13784.0,11493.7,14177.2,17112.1,12686.0,12922.0,12445.0,16859.1,12838.6,13397.0,16768.7,15799.1,14771.5,
